Entry	Entry name	Gene names
Q9P0X4	CAC1I_HUMAN	CACNA1I KIAA1120
Q8IU99	CAHM1_HUMAN	CALHM1 FAM26C
Q9Y6N3	CLCA3_HUMAN	CLCA3P CLCA3
Q8NFU1	BEST2_HUMAN	BEST2 VMD2L1
O00555	CAC1A_HUMAN	CACNA1A CACH4 CACN3 CACNL1A4
P02708	ACHA_HUMAN	CHRNA1 ACHRA CHNRA
Q04844	ACHE_HUMAN	CHRNE ACHRE
Q15825	ACHA6_HUMAN	CHRNA6
O95180	CAC1H_HUMAN	CACNA1H
Q9P1Z3	HCN3_HUMAN	HCN3 KIAA1535
Q9Y6H6	KCNE3_HUMAN	KCNE3
Q16478	GRIK5_HUMAN	GRIK5 GRIK2
Q9ULS6	KCNS2_HUMAN	KCNS2 KIAA1144
P23416	GLRA2_HUMAN	GLRA2
Q96KK3	KCNS1_HUMAN	KCNS1
Q9UGM1	ACHA9_HUMAN	CHRNA9 NACHRA9
Q15822	ACHA2_HUMAN	CHRNA2
P42261	GRIA1_HUMAN	GRIA1 GLUH1 GLUR1
Q9NQ90	ANO2_HUMAN	ANO2 C12orf3 TMEM16B
O95833	CLIC3_HUMAN	CLIC3
P35523	CLCN1_HUMAN	CLCN1 CLC1
O00299	CLIC1_HUMAN	CLIC1 G6 NCC27
Q9UBN1	CCG4_HUMAN	CACNG4
Q13936	CAC1C_HUMAN	CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1
O43497	CAC1G_HUMAN	CACNA1G KIAA1123
Q5JW98	CAHM4_HUMAN	CALHM4 C6orf78 FAM26D UNQ6481/PRO21277
Q15878	CAC1E_HUMAN	CACNA1E CACH6 CACNL1A6
Q96S66	CLCC1_HUMAN	CLCC1 KIAA0761 MCLC
Q02641	CACB1_HUMAN	CACNB1 CACNLB1
Q7Z3S7	CA2D4_HUMAN	CACNA2D4
Q9P1W3	CSC1_HUMAN	TMEM63C C14orf171 CSC1
Q8NEC5	CTSR1_HUMAN	CATSPER1
Q86XQ3	CTSR3_HUMAN	CATSPER3
P28472	GBRB3_HUMAN	GABRB3
Q9H0Q3	FXYD6_HUMAN	FXYD6 UNQ521/PRO1056
Q9HA72	CAHM2_HUMAN	CALHM2 FAM26B
Q8N5C1	CAHM5_HUMAN	CALHM5 C6orf188 FAM26E
P51800	CLCKA_HUMAN	CLCNKA
P51788	CLCN2_HUMAN	CLCN2
P29973	CNGA1_HUMAN	CNGA1 CNCG CNCG1
P24046	GBRR1_HUMAN	GABRR1
P36544	ACHA7_HUMAN	CHRNA7 NACHRA7
P46098	5HT3A_HUMAN	HTR3A 5HT3R HTR3
B7U540	KCJ18_HUMAN	KCNJ18
P22460	KCNA5_HUMAN	KCNA5
Q12791	KCMA1_HUMAN	KCNMA1 KCNMA SLO
Q92952	KCNN1_HUMAN	KCNN1 SK
P56696	KCNQ4_HUMAN	KCNQ4
Q9NPA1	KCMB3_HUMAN	KCNMB3 KCNMB2 KCNMBL
Q14003	KCNC3_HUMAN	KCNC3
Q9NZV8	KCND2_HUMAN	KCND2 KIAA1044
P48544	KCNJ5_HUMAN	KCNJ5 GIRK4
O60741	HCN1_HUMAN	HCN1 BCNG1
P48549	KCNJ3_HUMAN	KCNJ3 GIRK1
Q9NPC2	KCNK9_HUMAN	KCNK9 TASK3
Q16099	GRIK4_HUMAN	GRIK4 GRIK
Q14654	KCJ11_HUMAN	KCNJ11
Q6P9F7	LRC8B_HUMAN	LRRC8B KIAA0231 UNQ6413/PRO21207
Q99712	KCJ15_HUMAN	KCNJ15 KCNJ14
P22459	KCNA4_HUMAN	KCNA4 KCNA4L
Q14721	KCNB1_HUMAN	KCNB1
Q9UIX4	KCNG1_HUMAN	KCNG1
Q15049	MLC1_HUMAN	MLC1 KIAA0027 WKL1
P48167	GLRB_HUMAN	GLRB
Q9H252	KCNH6_HUMAN	KCNH6 ERG2
Q8TDN1	KCNG4_HUMAN	KCNG4 KCNG3
P48169	GBRA4_HUMAN	GABRA4
O75311	GLRA3_HUMAN	GLRA3
Q15842	KCNJ8_HUMAN	KCNJ8
P59646	FXYD4_HUMAN	FXYD4 UNQ526/PRO1069
Q8WWG9	KCNE4_HUMAN	KCNE4
Q9UK17	KCND3_HUMAN	KCND3
P78348	ASIC1_HUMAN	ASIC1 ACCN2 BNAC2
Q14573	ITPR3_HUMAN	ITPR3
Q9UGI6	KCNN3_HUMAN	KCNN3 K3
P48547	KCNC1_HUMAN	KCNC1
Q9ULD8	KCNH3_HUMAN	KCNH3 KIAA1282
Q9NS40	KCNH7_HUMAN	KCNH7 ERG3
P39086	GRIK1_HUMAN	GRIK1 GLUR5
Q7Z418	KCNKI_HUMAN	KCNK18 TRESK TRIK
O43525	KCNQ3_HUMAN	KCNQ3
Q9NPI9	KCJ16_HUMAN	KCNJ16
Q9Y6J6	KCNE2_HUMAN	KCNE2
P48048	KCNJ1_HUMAN	KCNJ1 ROMK1
O43526	KCNQ2_HUMAN	KCNQ2
Q14500	KCJ12_HUMAN	KCNJ12 IRK2 KCNJN1
Q9H3M0	KCNF1_HUMAN	KCNF1
Q9NS61	KCIP2_HUMAN	KCNIP2 KCHIP2
O60928	KCJ13_HUMAN	KCNJ13
Q8IZK6	MCLN2_HUMAN	MCOLN2
Q13224	NMDE2_HUMAN	GRIN2B NMDAR2B
A8MYU2	KCNU1_HUMAN	KCNU1 KCNMA3 KCNMC1 SLO3
P31644	GBRA5_HUMAN	GABRA5
Q96L42	KCNH8_HUMAN	KCNH8
O43448	KCAB3_HUMAN	KCNAB3 KCNA3B
Q8IWT6	LRC8A_HUMAN	LRRC8A KIAA1437 LRRC8 SWELL1 UNQ221/PRO247
Q99928	GBRG3_HUMAN	GABRG3
P34903	GBRA3_HUMAN	GABRA3
Q16445	GBRA6_HUMAN	GABRA6
O00591	GBRP_HUMAN	GABRP
Q9Y3Q4	HCN4_HUMAN	HCN4
P58550	FXYD8_HUMAN	FXYD6P3 FXYD8
P14867	GBRA1_HUMAN	GABRA1
Q14643	ITPR1_HUMAN	ITPR1 INSP3R1
Q92953	KCNB2_HUMAN	KCNB2
Q16558	KCMB1_HUMAN	KCNMB1
Q16322	KCA10_HUMAN	KCNA10
P78334	GBRE_HUMAN	GABRE
Q9NZI2	KCIP1_HUMAN	KCNIP1 KCHIP1 VABP
Q5JUK3	KCNT1_HUMAN	KCNT1 KIAA1422
Q07001	ACHD_HUMAN	CHRND ACHRD
Q9H427	KCNKF_HUMAN	KCNK15 TASK5
Q9BQ31	KCNS3_HUMAN	KCNS3
P11230	ACHB_HUMAN	CHRNB1 ACHRB CHRNB
Q96T54	KCNKH_HUMAN	KCNK17 TALK2 TASK4 UNQ5816/PRO19634
P15382	KCNE1_HUMAN	KCNE1
Q12809	KCNH2_HUMAN	KCNH2 ERG ERG1 HERG
Q6ZSA7	LRC55_HUMAN	LRRC55
P48058	GRIA4_HUMAN	GRIA4 GLUR4
O00305	CACB4_HUMAN	CACNB4 CACNLB4
Q8N1M1	BEST3_HUMAN	BEST3 VMD2L3
Q9NY47	CA2D2_HUMAN	CACNA2D2 KIAA0558
P51801	CLCKB_HUMAN	CLCNKB
A8MPY1	GBRR3_HUMAN	GABRR3
Q8WXA8	5HT3C_HUMAN	HTR3C
P28476	GBRR2_HUMAN	GABRR2
Q13002	GRIK2_HUMAN	GRIK2 GLUR6
Q5XXA6	ANO1_HUMAN	ANO1 DOG1 ORAOV2 TAOS2 TMEM16A
Q9NZA1	CLIC5_HUMAN	CLIC5
Q5T3F8	CSCL2_HUMAN	TMEM63B C6orf110
Q7RTX7	CTSR4_HUMAN	CATSPER4
Q01668	CAC1D_HUMAN	CACNA1D CACH3 CACN4 CACNL1A2 CCHL1A2
P62955	CCG7_HUMAN	CACNG7
P54289	CA2D1_HUMAN	CACNA2D1 CACNL2A CCHL2A MHS3
Q86XJ0	CAHM3_HUMAN	CALHM3 FAM26A
Q16281	CNGA3_HUMAN	CNGA3 CNCG3
Q05901	ACHB3_HUMAN	CHRNB3
O14493	CLD4_HUMAN	CLDN4 CPER CPETR1 WBSCR8
Q14028	CNGB1_HUMAN	CNGB1 CNCG2 CNCG3L CNCG4 RCNC2
Q96P56	CTSR2_HUMAN	CATSPER2
O60840	CAC1F_HUMAN	CACNA1F CACNAF1
Q4KMQ2	ANO6_HUMAN	ANO6 TMEM16F
Q96NY7	CLIC6_HUMAN	CLIC6 CLIC1L
Q9NQW8	CNGB3_HUMAN	CNGB3
Q96DB9	FXYD5_HUMAN	FXYD5 DYSAD IWU1 HSPC113 UNQ2561/PRO6241
O76090	BEST1_HUMAN	BEST1 VMD2
O95264	5HT3B_HUMAN	HTR3B
P47870	GBRB2_HUMAN	GABRB2
P23415	GLRA1_HUMAN	GLRA1
P47869	GBRA2_HUMAN	GABRA2
Q13003	GRIK3_HUMAN	GRIK3 GLUR7
Q96D31	CRCM1_HUMAN	ORAI1 CRACM1 TMEM142A
P04839	CY24B_HUMAN	CYBB NOX2
Q9Y2W7	CSEN_HUMAN	KCNIP3 CSEN DREAM KCHIP3
Q16280	CNGA2_HUMAN	CNGA2 CNCA CNCA1 CNCG2
Q8WXS4	CCGL_HUMAN	TMEM37 PR
Q9BXT2	CCG6_HUMAN	CACNG6
Q8WXS5	CCG8_HUMAN	CACNG8 CACNG6
Q9Y696	CLIC4_HUMAN	CLIC4
O94886	CSCL1_HUMAN	TMEM63A KIAA0489 KIAA0792
O60359	CCG3_HUMAN	CACNG3
Q00975	CAC1B_HUMAN	CACNA1B CACH5 CACNL1A5
Q9Y698	CCG2_HUMAN	CACNG2
Q13698	CAC1S_HUMAN	CACNA1S CACH1 CACN1 CACNL1A3
Q5R3K3	CAHM6_HUMAN	CALHM6 C6orf187 FAM26F
Q8IV77	CNGA4_HUMAN	CNGA4
Q7L1W4	LRC8D_HUMAN	LRRC8D LRRC5 UNQ213/PRO239
Q07699	SCN1B_HUMAN	SCN1B
P35498	SCN1A_HUMAN	SCN1A NAC1 SCN1
Q8IZF0	NALCN_HUMAN	NALCN VGCNL1
