Entry	Cross-reference (InterPro)
O15296	IPR000907;IPR013819;IPR036226;IPR020834;IPR020833;IPR001885;IPR001024;IPR036392;
O15297	IPR015655;IPR000222;IPR036457;IPR001932;
O15303	IPR001828;IPR000337;IPR011500;IPR038550;IPR017978;IPR017979;IPR000162;IPR000112;IPR028082;
O15305	IPR036412;IPR006379;IPR023214;IPR005002;
O15355	IPR015655;IPR000222;IPR036457;IPR001932;
O15357	IPR036691;IPR005135;IPR000300;IPR001660;IPR013761;IPR000980;IPR036860;
O15379	IPR000286;IPR003084;IPR023801;IPR037138;IPR023696;
O15382	IPR001544;IPR018300;IPR036038;IPR005786;IPR033939;
O15392	IPR001370;
O15393	IPR036055;IPR023415;IPR002172;IPR009003;IPR001314;IPR001190;IPR017448;IPR036772;IPR001254;IPR018114;IPR033116;
O15399	IPR001828;IPR019594;IPR001508;IPR001320;IPR028082;
O15427	IPR004743;IPR030756;IPR011701;IPR020846;IPR036259;
O15438	IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR005292;IPR027417;
O15440	IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR030238;IPR027417;
O15492	IPR016137;IPR036305;IPR024066;
O15496	IPR001211;IPR033112;IPR016090;IPR036444;IPR033113;
O15528	IPR001128;IPR017972;IPR002401;IPR036396;
O15530	IPR011009;IPR033931;IPR039046;IPR011993;IPR000719;IPR017441;IPR008271;
O15552	IPR000276;IPR017452;IPR013312;
O15554	IPR004178;IPR036122;IPR015449;IPR013099;
O18956	IPR000407;
O19045	IPR017857;IPR001881;IPR013032;IPR000742;IPR000152;IPR018097;IPR035972;IPR000294;IPR012224;IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
O19067	IPR001828;IPR028082;
O19175	IPR011009;IPR000719;IPR008271;
O35078	IPR006181;IPR023209;IPR006076;
O35084	IPR001128;IPR017972;IPR002401;IPR036396;
O35164	IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
O35186	IPR038765;IPR025661;IPR000169;IPR025660;IPR013128;IPR000668;IPR015644;IPR039417;IPR013201;
O35235	IPR006052;IPR017355;IPR008983;
O35240	IPR001873;IPR004724;IPR020903;
O35379	IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR005292;IPR027417;
O35433	IPR002110;IPR020683;IPR036770;IPR005821;IPR024862;IPR024863;IPR008347;
O35435	IPR013785;IPR005720;IPR005719;IPR001295;
O35491	IPR011009;IPR000719;IPR017441;IPR008271;
O35492	IPR011009;IPR000719;IPR017441;IPR008271;
O35493	IPR011009;IPR000719;IPR017441;IPR008271;
O35505	IPR005821;IPR005452;IPR002077;
O35627	IPR035500;IPR000536;IPR001723;IPR001728;IPR001628;IPR013088;
O35678	IPR029058;IPR000073;IPR022742;
O35795	IPR000407;
O35820	IPR028607;IPR007710;
O35854	IPR001544;IPR018300;IPR036038;IPR005786;IPR033939;
O35880	
O35949	IPR030457;IPR002076;IPR033679;
O35952	IPR035680;IPR032282;IPR017782;IPR001279;IPR036866;
O35956	IPR020846;IPR005828;IPR036259;IPR004749;
O43172	IPR020472;IPR027106;IPR014906;IPR036285;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
O43174	IPR001128;IPR017972;IPR002403;IPR036396;
O43184	IPR006586;IPR018358;IPR001762;IPR036436;IPR000742;IPR024079;IPR001590;IPR002870;IPR034027;
O43193	IPR003905;IPR000276;IPR017452;IPR039132;
O43194	IPR000276;IPR017452;
O43280	IPR008928;IPR012341;IPR001661;IPR018232;
O43283	IPR011009;IPR017419;IPR027258;IPR000719;IPR001245;IPR008271;
O43293	IPR011009;IPR000719;IPR017441;IPR008271;
O43318	IPR011009;IPR017421;IPR000719;IPR017441;IPR001245;IPR008271;
O43353	IPR001315;IPR011029;IPR011009;IPR000719;IPR017322;IPR001245;IPR008271;
O43451	IPR031727;IPR011013;IPR000322;IPR030458;IPR030459;IPR013780;IPR017853;IPR017957;IPR000519;
O43463	IPR016197;IPR000953;IPR023780;IPR023779;IPR011381;IPR003616;IPR007728;IPR001214;
O43497	IPR005821;IPR005445;IPR030154;IPR002077;IPR027359;
O43525	IPR020969;IPR005821;IPR003937;IPR003948;IPR013821;IPR028325;
O43526	IPR020969;IPR005821;IPR003937;IPR003947;IPR013821;IPR028325;
O43570	IPR001148;IPR036398;IPR023561;IPR018338;IPR018430;
O43598	IPR028607;IPR007710;
O43603	IPR003907;IPR000405;IPR000276;IPR017452;
O43612	IPR001704;
O43613	IPR000276;IPR017452;IPR000204;IPR004059;
O43614	IPR000276;IPR017452;IPR000204;IPR004060;
O43683	IPR015661;IPR011009;IPR013212;IPR000719;IPR017441;IPR008271;
O43739	IPR011993;IPR001849;IPR023394;IPR000904;IPR035999;
O43772	IPR040062;IPR018108;IPR023395;
O43781	IPR011009;IPR000719;IPR017441;IPR008271;
O43826	IPR011701;IPR020846;IPR036259;IPR021159;IPR000849;
O43865	IPR000043;IPR015878;IPR036291;IPR020082;
O43868	IPR008276;IPR018270;IPR030212;IPR011657;IPR002668;IPR011642;
O43895	IPR029149;IPR036005;IPR000587;IPR000994;IPR033740;IPR032416;IPR001131;
O43924	IPR014756;IPR008015;IPR037036;IPR017287;
O46521	IPR007732;
O46635	IPR000455;IPR002231;IPR000276;IPR017452;
O54698	IPR030195;IPR034764;IPR002259;IPR036259;
O54699	IPR034764;IPR030197;IPR002259;IPR036259;
O54735	IPR003018;IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
O54798	IPR001560;IPR001556;IPR000276;IPR017452;
O54814	IPR002238;IPR000355;IPR000276;IPR017452;
O54833	IPR011009;IPR000719;IPR017441;IPR008271;
O54908	IPR006796;IPR039863;
O54912	IPR003280;IPR003092;IPR013099;IPR005406;
O54939	IPR033281;IPR036291;IPR002347;
O54967	IPR030220;IPR037085;IPR015116;IPR011009;IPR021619;IPR000719;IPR017441;IPR001245;IPR036028;IPR001452;IPR008266;IPR020635;IPR009060;
O54988	IPR011009;IPR022165;IPR000719;IPR017441;IPR008271;IPR001943;
O55040	IPR000276;IPR017452;IPR005390;IPR005391;
O55192	IPR000175;IPR002435;IPR037272;
O55193	IPR002237;IPR000355;IPR000276;IPR017452;
O55242	IPR006716;
O60218	IPR018170;IPR020471;IPR023210;IPR036812;
O60235	IPR017329;IPR009003;IPR001314;IPR000082;IPR036364;IPR001254;IPR018114;IPR033116;
O60240	IPR004279;
O60259	IPR009003;IPR001314;IPR001254;IPR018114;IPR033116;
O60282	IPR027640;IPR019821;IPR001752;IPR036961;IPR027417;
O60285	IPR011009;IPR000719;IPR017441;IPR008271;
O60307	IPR000961;IPR011009;IPR015022;IPR037711;IPR023142;IPR001478;IPR036034;IPR000719;IPR008271;
O60331	IPR023610;IPR027483;IPR002498;IPR027484;
O60341	IPR002937;IPR036188;IPR017366;IPR009057;IPR007526;IPR036388;
O60346	IPR001611;IPR003591;IPR032675;IPR011993;IPR001849;IPR036457;IPR001932;
O60427	IPR001199;IPR036400;IPR005804;IPR012171;
O60502	IPR016181;IPR011496;IPR017853;
O60551	IPR016181;IPR000903;IPR022677;IPR022678;IPR022676;
O60563	IPR028863;IPR013763;IPR036915;IPR006671;
O60603	IPR000483;IPR001611;IPR003591;IPR032675;IPR000157;IPR027185;IPR035897;
O60658	IPR003607;IPR000014;IPR035965;IPR013767;IPR023088;IPR002073;IPR036971;IPR023174;
O60671	IPR003011;IPR003021;
O60674	IPR019749;IPR035963;IPR000299;IPR037838;IPR035860;IPR011009;IPR000719;IPR017441;IPR035588;IPR035589;IPR001245;IPR000980;IPR036860;IPR008266;IPR020635;IPR016251;IPR020693;
O60678	IPR025799;IPR029063;IPR036236;IPR013087;
O60704	IPR027417;IPR026634;
O60706	IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR001475;IPR027417;IPR000388;
O60725	IPR007269;IPR025770;
O60733	IPR016035;IPR002110;IPR020683;IPR036770;IPR002641;
O60741	IPR018490;IPR018488;IPR000595;IPR005821;IPR013621;IPR030169;IPR003938;IPR014710;
O60755	IPR000405;IPR003908;IPR000276;IPR017452;
O60760	IPR010987;IPR036282;IPR004045;IPR004046;IPR036249;
O60779	IPR002666;IPR036259;IPR028338;
O60825	IPR003094;IPR013079;IPR013078;IPR029033;IPR027417;IPR001345;
O60880	IPR000980;IPR036860;IPR017289;IPR035876;
O60882	IPR000585;IPR036375;IPR018487;IPR033739;IPR024079;IPR028716;IPR001818;IPR021190;IPR021158;IPR006026;IPR002477;IPR036365;IPR036366;
O60885	IPR031354;IPR001487;IPR036427;IPR018359;IPR027353;IPR038336;
O60906	IPR036691;IPR005135;IPR038772;
O60911	IPR038765;IPR025661;IPR000169;IPR025660;IPR013128;IPR000668;IPR039417;IPR013201;
O60930	IPR009027;IPR017067;IPR011320;IPR037056;IPR012337;IPR002156;IPR036397;
O62664	IPR029580;IPR000742;IPR019791;IPR010255;IPR037120;
O62698	IPR029576;IPR000742;IPR019791;IPR010255;IPR037120;
O70126	IPR030616;IPR028772;IPR011009;IPR000719;IPR017441;IPR008271;
O70127	IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR030278;IPR027417;IPR039421;
O70174	IPR006202;IPR036734;IPR006201;IPR036719;IPR006029;IPR018000;IPR002394;
O70196	IPR029058;IPR002471;IPR023302;IPR001375;IPR002470;
O70212	IPR008132;IPR008133;IPR006202;IPR036734;IPR006201;IPR036719;IPR006029;IPR018000;
O70282	IPR008928;IPR012341;IPR001661;IPR018232;
O70342	IPR000276;IPR017452;IPR000393;IPR000611;
O70344	IPR005821;IPR003937;IPR013821;IPR005827;IPR028325;
O70370	IPR038765;IPR025661;IPR000169;IPR025660;IPR013128;IPR000668;IPR039417;IPR013201;
O70423	IPR000269;IPR015798;IPR036460;IPR016182;IPR015800;IPR015802;
O70444	IPR011009;IPR017348;IPR000719;IPR017441;IPR008271;
O70526	IPR001504;IPR000496;IPR000276;IPR017452;
O70528	IPR001520;IPR000276;IPR017452;
O70536	IPR004299;IPR014371;IPR030687;
O70594	IPR020846;IPR005828;IPR036259;IPR004749;IPR005829;
O75015	IPR007110;IPR036179;IPR013783;IPR003599;
O75030	IPR011598;IPR024097;IPR036638;IPR021802;IPR031867;IPR030532;
O75106	IPR032952;IPR000269;IPR015798;IPR036460;IPR016182;IPR015800;IPR015802;
O75116	IPR000961;IPR011009;IPR002219;IPR011993;IPR001849;IPR000719;IPR017441;IPR015008;IPR020684;IPR029878;IPR037311;IPR008271;
O75164	IPR034732;IPR003347;IPR003349;IPR002999;IPR011011;IPR001965;IPR013083;
O75173	IPR006586;IPR010294;IPR013273;IPR024079;IPR001590;IPR002870;IPR000884;IPR036383;
O75311	IPR006028;IPR008127;IPR008130;IPR006202;IPR036734;IPR006201;IPR036719;IPR006029;IPR018000;
O75365	IPR000340;IPR029021;IPR003595;IPR000387;
O75385	IPR011009;IPR000719;IPR017441;IPR016237;IPR008271;IPR022708;
O75388	IPR000826;IPR000276;IPR017452;
O75419	IPR003874;
O75460	IPR010513;IPR038357;IPR011009;IPR018391;IPR000719;IPR018997;IPR011047;IPR008271;IPR015943;
O75469	IPR035500;IPR000536;IPR001723;IPR001628;IPR013088;
O75496	IPR029697;IPR022786;
O75530	IPR037352;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
O75581	IPR011042;IPR000742;IPR036055;IPR023415;IPR000033;IPR002172;IPR017049;
O75582	IPR000961;IPR011009;IPR017892;IPR000719;IPR017441;IPR016239;IPR008271;
O75604	IPR038765;IPR001394;IPR018200;IPR028889;
O75608	IPR029058;IPR003140;
O75676	IPR000961;IPR011009;IPR037714;IPR017892;IPR000719;IPR017441;IPR016239;IPR008271;
O75688	IPR015655;IPR000222;IPR012911;IPR036580;IPR036457;IPR001932;
O75716	IPR011009;IPR000719;IPR008271;
O75747	IPR016024;IPR000008;IPR035892;IPR011009;IPR001683;IPR000403;IPR036940;IPR018936;IPR037707;IPR002420;IPR000341;IPR015433;IPR001263;IPR036871;IPR029071;
O75751	IPR011701;IPR020846;IPR036259;IPR004749;IPR005829;
O75762	IPR002110;IPR020683;IPR036770;IPR005821;IPR030288;
O75795	IPR002213;IPR035595;
O75874	IPR019818;IPR004790;IPR024084;
O75884	IPR029058;IPR010662;
O75907	IPR027251;IPR004299;IPR014371;
O75908	IPR004299;IPR014371;IPR030687;
O75914	IPR000095;IPR036936;IPR011009;IPR035065;IPR033923;IPR000719;IPR017441;IPR008271;IPR035063;
O75936	IPR012775;IPR038492;IPR010376;IPR003819;
O75956	IPR017266;
O76039	IPR011009;IPR000719;IPR017441;IPR008271;
O76074	IPR003018;IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
O76083	IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
O77636	IPR024079;IPR001590;
O77656	IPR028711;IPR000585;IPR036375;IPR018487;IPR033739;IPR024079;IPR001818;IPR021190;IPR021158;IPR006026;IPR002477;IPR036365;IPR036366;
O77669	IPR009003;IPR001314;IPR001254;IPR018114;
O77746	IPR003018;IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
O77773	IPR013680;IPR013608;IPR002035;IPR036465;
O77823	
O78749	IPR023616;IPR036927;IPR000883;IPR023615;IPR033944;
O78750	IPR002429;IPR034210;IPR008972;IPR014222;IPR011759;IPR036257;
O88275	IPR003074;IPR035500;IPR000536;IPR001723;IPR003077;IPR022590;IPR001628;IPR013088;
O88319	IPR000276;IPR017452;IPR003985;IPR003984;
O88351	IPR022007;IPR011009;IPR000719;IPR008271;
O88410	IPR004070;IPR000355;IPR000276;IPR017452;
O88420	IPR005821;IPR000048;IPR008054;IPR001696;IPR010526;IPR024583;IPR027359;
O88533	IPR010977;IPR002129;IPR015424;IPR015422;IPR015421;IPR021115;
O88554	IPR012317;IPR004102;IPR036616;IPR036930;IPR008893;
O88587	IPR017128;IPR029063;IPR002935;
O88689	IPR002126;IPR015919;IPR031904;IPR020894;IPR013164;
O88693	IPR025993;IPR029044;
O88703	IPR018490;IPR018488;IPR000595;IPR005821;IPR013621;IPR003938;IPR014710;
O88704	IPR018490;IPR018488;IPR000595;IPR005821;IPR013621;IPR030169;IPR003938;IPR014710;IPR027359;
O88766	IPR000585;IPR036375;IPR018487;IPR018486;IPR033739;IPR024079;IPR028709;IPR001818;IPR021190;IPR021158;IPR006026;IPR002477;IPR036365;
O88867	IPR002938;IPR036188;IPR027545;
O88943	IPR020969;IPR005821;IPR003937;IPR003947;IPR013821;IPR028325;
O89017	IPR001096;
O89049	IPR036188;IPR023753;IPR016156;IPR001100;IPR004099;IPR012999;IPR006338;
O89085	
O94759	IPR005821;IPR015797;IPR000086;IPR029594;
O94760	IPR033199;IPR033197;
O94768	IPR011009;IPR000719;IPR017441;IPR008271;
O94782	IPR038765;IPR001394;IPR033815;IPR018200;IPR028889;
O94804	IPR011009;IPR022165;IPR000719;IPR017441;IPR008271;
O94806	IPR020454;IPR011009;IPR002219;IPR011993;IPR001849;IPR000719;IPR017441;IPR015727;IPR008271;
O94907	IPR006796;IPR039863;
O94921	IPR011009;IPR000719;IPR017441;IPR008271;
O94925	IPR002110;IPR020683;IPR036770;IPR012338;IPR015868;
