Entry	Cross-reference (InterPro)
O15530	IPR011009;IPR033931;IPR039046;IPR011993;IPR000719;IPR017441;IPR008271;
Q9NR12	IPR001478;IPR036034;IPR001781;
O00151	IPR031847;IPR028537;IPR001478;IPR036034;IPR006643;IPR001781;
Q8NCN5	IPR006076;IPR036188;IPR032503;IPR013977;IPR006222;IPR029043;IPR027266;
Q9P0J1	IPR015655;IPR000222;IPR036457;IPR001932;
Q6P996	IPR002129;IPR015424;IPR015421;
Q8WV22	IPR011513;IPR002219;IPR036388;IPR001841;IPR014857;IPR013083;
Q5PT55	IPR002657;IPR004710;IPR038770;IPR030209;
Q9UNZ2	IPR036241;IPR012989;IPR009060;IPR029071;IPR001012;
Q63ZY6	IPR001678;IPR023267;IPR029063;
Q9Y5A7	IPR039749;IPR011990;IPR015940;IPR009060;IPR029071;
Q9BW27	IPR011502;
Q99567	IPR019321;IPR037700;
Q9ULJ1	IPR026102;IPR026099;
Q5BJF6	IPR026099;
P11182	IPR003016;IPR001078;IPR015761;IPR000089;IPR023213;IPR036625;IPR004167;IPR011053;
P22059	IPR037239;IPR000648;IPR018494;IPR011993;IPR001849;
Q9BXB4	IPR037239;IPR000648;IPR018494;IPR011993;IPR001849;
Q9NX31	IPR008494;
Q9H1P3	IPR037239;IPR000648;IPR018494;
Q9H4L5	IPR037239;IPR000648;IPR018494;IPR011993;IPR001849;
Q12923	IPR019749;IPR014352;IPR035963;IPR019748;IPR000299;IPR018979;IPR018980;IPR011019;IPR001478;IPR036034;IPR011993;IPR029021;IPR000242;IPR012153;IPR003595;IPR000387;IPR029071;
Q15678	IPR019749;IPR014352;IPR035963;IPR019748;IPR019747;IPR000299;IPR018979;IPR018980;IPR011993;IPR029021;IPR000242;IPR016130;IPR003595;IPR014392;IPR000387;IPR029071;
Q9BZF2	IPR037239;IPR000648;IPR018494;IPR011993;IPR001849;
Q9BZF1	IPR037239;IPR000648;IPR018494;IPR011993;IPR001849;
P18031	IPR029021;IPR000242;IPR012265;IPR016130;IPR003595;IPR000387;
Q9Y2R2	IPR029021;IPR000242;IPR016276;IPR016130;IPR003595;IPR000387;
Q9H3S7	IPR025304;IPR004328;IPR038499;IPR029021;IPR000242;IPR028770;IPR016130;IPR003595;IPR000387;
P17706	IPR029021;IPR000242;IPR012265;IPR016130;IPR003595;IPR000387;
P26045	IPR019749;IPR014352;IPR035963;IPR019748;IPR019747;IPR000299;IPR018979;IPR018980;IPR001478;IPR036034;IPR011993;IPR029021;IPR000242;IPR016130;IPR003595;IPR012151;IPR000387;IPR029071;
Q86UW1	IPR005178;
Q86UW2	IPR029387;
P29350	IPR029021;IPR000242;IPR000980;IPR036860;IPR016130;IPR003595;IPR012152;IPR000387;
A2A3K4	IPR000340;IPR029021;IPR016130;IPR003595;IPR000387;IPR020422;
Q92932	IPR033522;IPR029021;IPR000242;IPR021613;IPR038112;IPR029403;IPR016130;IPR003595;IPR000387;
P18433	IPR029021;IPR000242;IPR016130;IPR003595;IPR016336;IPR027262;IPR000387;
P23467	IPR003961;IPR036116;IPR013783;IPR029021;IPR000242;IPR016130;IPR003595;IPR000387;
P08575	IPR003961;IPR036116;IPR013783;IPR029021;IPR024739;IPR000242;IPR016335;IPR016130;IPR003595;IPR000387;
P10586	IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR029021;IPR000242;IPR016130;IPR003595;IPR000387;
Q9HD43	IPR003961;IPR036116;IPR013783;IPR029021;IPR000242;IPR028855;IPR016130;IPR003595;IPR000387;
P28827	IPR013320;IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR003599;IPR013151;IPR000998;IPR029021;IPR000242;IPR016130;IPR003595;IPR000387;
Q7RTM1	IPR004878;
Q8NHW6	IPR028224;
Q92729	IPR013320;IPR003961;IPR036116;IPR036179;IPR013783;IPR000998;IPR029021;IPR000242;IPR016130;IPR003595;IPR000387;
Q8TE49	IPR033477;IPR003323;IPR002653;
P83859	IPR024565;
P41217	IPR033321;IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;IPR013151;
Q96RQ9	IPR002937;IPR036188;IPR001613;
Q8TDS5	IPR000276;IPR017452;
A6NNC1	
Q8IYS1	IPR036264;IPR017144;IPR002933;IPR011650;
P53801	IPR016201;
O00398	IPR000276;IPR017452;IPR027676;
Q969Q6	IPR011992;IPR018247;IPR039865;
Q15391	IPR000276;IPR017452;IPR005466;
O00443	IPR016024;IPR000008;IPR035892;IPR011009;IPR001683;IPR000403;IPR036940;IPR018936;IPR037705;IPR002420;IPR000341;IPR015433;IPR001263;IPR036871;IPR029071;
Q96A73	IPR026759;
P13674	IPR005123;IPR006620;IPR013547;IPR013026;IPR011990;IPR019734;
Q7Z4N8	IPR005123;IPR006620;IPR013547;IPR011990;
P04637	IPR008967;IPR012346;IPR011615;IPR036674;IPR010991;IPR013872;IPR002117;
Q9UHX1	IPR012677;IPR006532;IPR034209;IPR034211;IPR034212;IPR035979;IPR000504;IPR003954;
Q06416	IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR000327;IPR015585;
O14683	IPR028266;
Q14671	IPR011989;IPR016024;IPR033133;IPR033712;IPR001313;
P32322	IPR008927;IPR036291;IPR028939;IPR029036;IPR000304;
P68402	IPR013830;IPR036514;
Q15102	IPR013830;IPR036514;
P47712	IPR016035;IPR000008;IPR035892;IPR002642;
Q9UP65	IPR016035;IPR002642;
Q9NZK7	IPR001211;IPR016090;IPR036444;IPR033113;
Q9BZM2	IPR001211;IPR016090;IPR036444;IPR033113;
O15496	IPR001211;IPR033112;IPR016090;IPR036444;IPR033113;
P0CB38	IPR012677;IPR006515;IPR035979;IPR000504;IPR003954;
Q9BXP8	IPR013320;IPR036116;IPR006558;IPR011936;IPR000800;IPR026918;IPR008754;IPR035976;IPR000436;
O95340	IPR002891;IPR025980;IPR027417;IPR015947;IPR014729;IPR024951;IPR002650;
Q86W56	IPR007724;
P15863	IPR009057;IPR001523;IPR033206;IPR036388;
Q15546	IPR004254;IPR005744;
Q53GL7	IPR012677;IPR034464;IPR012317;
Q02962	IPR009057;IPR001523;IPR022130;IPR036388;
Q9BUH6	IPR027873;
Q96RI0	IPR000276;IPR017452;IPR003944;IPR003912;
Q9NPB6	IPR034872;IPR000270;IPR034868;IPR001478;IPR036034;
P26367	IPR009057;IPR017970;IPR001356;IPR001523;IPR036388;
Q6UWI2	IPR031431;
A6NGG8	IPR029352;
O60330	IPR002126;IPR015919;IPR032455;IPR031904;IPR020894;IPR013164;
P05166	IPR034733;IPR029045;IPR011763;IPR011762;
Q9UN70	IPR002126;IPR015919;IPR032455;IPR031904;IPR020894;IPR013164;IPR030728;
Q9Y5H9	IPR002126;IPR015919;IPR031904;IPR020894;IPR013164;
O95206	IPR002126;IPR015919;IPR020894;IPR013164;IPR030711;
Q9Y5G8	IPR002126;IPR015919;IPR032455;IPR031904;IPR020894;IPR013164;
Q96NT5	IPR011701;IPR020846;IPR036259;IPR005829;
Q9Y5G4	IPR002126;IPR015919;IPR032455;IPR031904;IPR020894;IPR013164;
Q9Y5H6	IPR002126;IPR015919;IPR031904;IPR020894;IPR013164;
Q9Y5H5	IPR002126;IPR015919;IPR031904;IPR020894;IPR013164;
Q9BSM1	IPR039642;IPR032443;IPR001841;IPR013083;IPR017907;
Q9BYE7	IPR039642;IPR038037;IPR029071;IPR001841;IPR013083;IPR017907;
Q15645	IPR003593;IPR003959;IPR003960;IPR001270;IPR027417;
Q9Y6V0	IPR000008;IPR035892;IPR001478;IPR036034;IPR030629;IPR011011;IPR008899;IPR013083;
P12004	IPR000730;IPR022649;IPR022659;IPR022648;
P48539	IPR033236;
Q15113	IPR000859;IPR001134;IPR018933;IPR035814;IPR028870;IPR035914;IPR008993;
Q58A44	
Q92824	IPR000742;IPR006212;IPR008979;IPR032778;IPR009030;IPR034182;IPR002884;IPR000209;IPR036852;IPR023827;IPR022398;IPR023828;IPR015500;IPR032815;IPR038466;IPR011641;
P49585	IPR004821;IPR014729;
Q96RV3	IPR039797;IPR007735;
Q99447	IPR004821;IPR014729;
Q9BUL8	IPR009652;
Q9Y233	IPR003018;IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
Q8N8D1	IPR031974;
Q14123	IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;IPR013706;
O00408	IPR003018;IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
Q14432	IPR003607;IPR002073;IPR036971;IPR023174;
Q13946	IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
Q9NP56	IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
Q96L73	IPR006560;IPR003616;IPR000313;IPR001214;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;
Q14973	IPR002657;IPR004710;IPR038770;IPR030208;
Q9BW91	IPR015797;IPR000086;IPR039989;
P60900	IPR029055;IPR023332;IPR000426;IPR001353;IPR034642;
Q6IF63	IPR017452;IPR000725;
Q9BZK8	
Q01968	IPR036691;IPR005135;IPR013783;IPR000300;IPR037793;IPR037787;IPR031995;IPR008936;IPR000198;
P12694	IPR034616;IPR001017;IPR029061;
Q9BR26	IPR012858;
Q13438	IPR009011;IPR012913;
Q96SU4	IPR037239;IPR000648;IPR018494;IPR011993;IPR001849;
P20962	IPR004931;
Q8IYS5	IPR007110;IPR036179;IPR013783;IPR003599;
Q9BXW6	IPR002110;IPR020683;IPR036770;IPR037239;IPR000648;IPR018494;IPR011993;IPR001849;
Q9UJX0	IPR036188;IPR029731;IPR029724;
Q9Y236	IPR036188;IPR029731;IPR029728;
Q99952	IPR029021;IPR000242;IPR016130;IPR003595;IPR000387;
Q99650	IPR003961;IPR036116;IPR003529;IPR013783;
Q16825	IPR019749;IPR014352;IPR035963;IPR019748;IPR019747;IPR000299;IPR018979;IPR018980;IPR011993;IPR029021;IPR000242;IPR016130;IPR003595;IPR014392;IPR000387;IPR029071;
Q8TAX0	IPR036236;IPR013087;
Q8N2R0	IPR036236;IPR013087;
P0C6T2	IPR018943;IPR036330;
P29074	IPR019749;IPR014847;IPR014352;IPR035963;IPR019748;IPR019747;IPR000299;IPR018979;IPR018980;IPR001478;IPR036034;IPR011993;IPR029021;IPR000242;IPR016130;IPR003595;IPR012151;IPR000387;IPR029071;
P54829	IPR029021;IPR000242;IPR016130;IPR003595;IPR008356;IPR016334;IPR000387;
P35236	IPR029021;IPR000242;IPR016130;IPR003595;IPR008356;IPR000387;
P43378	IPR001251;IPR036865;IPR011074;IPR036273;IPR029021;IPR000242;IPR016130;IPR003595;IPR000387;
P02818	IPR035972;IPR000294;IPR039176;IPR002384;
Q9NRP0	IPR021149;
Q92882	IPR002110;IPR020683;IPR036770;IPR036028;IPR001452;
Q86WC4	IPR019172;
P10451	IPR002038;IPR019841;
Q15257	IPR004327;IPR037218;
P23470	IPR001148;IPR036398;IPR003961;IPR036116;IPR013783;IPR029021;IPR000242;IPR016130;IPR003595;IPR000387;
Q12913	IPR003961;IPR036116;IPR013783;IPR029021;IPR000242;IPR016130;IPR003595;IPR000387;
Q9HC10	IPR000008;IPR035892;IPR037726;IPR037720;IPR037722;IPR037723;IPR037724;IPR037725;IPR012968;IPR037721;IPR012561;IPR032362;IPR029996;
Q15256	IPR029021;IPR000242;IPR016130;IPR003595;IPR008356;IPR016334;IPR000387;
Q13332	IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR029021;IPR000242;IPR016130;IPR003595;IPR000387;
Q9NRC9	IPR035554;IPR036028;IPR001452;
Q5XKR4	IPR009057;IPR017970;IPR001356;IPR000047;IPR003654;
Q7L8S5	IPR003323;IPR038765;
P23471	IPR001148;IPR036398;IPR003961;IPR036116;IPR013783;IPR029021;IPR000242;IPR016130;IPR003595;IPR000387;
Q8N6M0	IPR003323;IPR038765;
Q03393	IPR007115;IPR038418;IPR022470;IPR022469;
Q96FW1	IPR003323;IPR030298;IPR016615;IPR038765;IPR019400;
O43613	IPR000276;IPR017452;IPR000204;IPR004059;
Q5T2D3	IPR003323;IPR038765;
Q01804	IPR003323;IPR038765;
O00110	IPR027756;IPR036236;IPR013087;
Q9NUU6	IPR023235;IPR023236;
Q96BN8	IPR023235;IPR023237;
P32242	IPR009057;IPR017970;IPR001356;IPR003026;IPR003025;IPR013851;
P30559	IPR000276;IPR017452;IPR002062;IPR001817;
Q3SYA9	
Q96KW2	IPR026054;
Q6GTS8	IPR036264;IPR002933;IPR011650;
P48651	IPR004277;
A8MW92	IPR014002;IPR022255;IPR004092;IPR002999;IPR019786;IPR011011;IPR013083;
E9PI22	IPR018903;
P0DMB1	IPR018903;
O95997	IPR006940;
Q6ZSK4	
Q9Y5Y2	IPR019591;IPR000808;IPR028600;IPR027417;IPR033756;
Q9H093	IPR011009;IPR000719;IPR017441;IPR008271;
Q9BQG2	IPR002110;IPR020683;IPR036770;IPR015375;IPR015797;IPR020084;IPR000086;IPR015376;
Q9UHK0	IPR039136;IPR019496;IPR022755;IPR013087;
P0C024	IPR015797;IPR000086;IPR000059;
Q9Y6R0	IPR016698;IPR010449;IPR011993;IPR006020;
A8MXV4	IPR015797;IPR000086;IPR039121;
P28066	IPR029055;IPR023332;IPR033812;IPR000426;IPR001353;
Q9BVL2	IPR024882;
Q8N1F7	IPR007231;
P52948	IPR037665;IPR021967;IPR037637;IPR007230;IPR036903;
Q8NH57	IPR000276;IPR017452;IPR000725;
Q8NGF1	IPR000276;IPR017452;IPR000725;
P0C646	IPR000276;IPR017452;IPR000725;
Q8NGH5	IPR000276;IPR017452;IPR000725;
Q8NH54	IPR000276;IPR017452;IPR000725;
Q8NGH8	IPR000276;IPR017452;IPR000725;
P0C7T3	IPR000276;IPR017452;IPR000725;
Q8NGI3	IPR000276;IPR017452;IPR000725;
Q8NGI1	IPR000276;IPR017452;IPR000725;
Q8NH76	IPR017452;IPR000725;
P0C628	IPR000276;IPR017452;IPR000725;
Q9NZP5	IPR000276;IPR017452;IPR000725;
Q8NH90	IPR000276;IPR017452;IPR000725;
Q8NH89	IPR000276;IPR017452;IPR000725;
P0C617	IPR000276;IPR017452;IPR000725;
Q8NGI8	IPR000276;IPR017452;IPR000725;
Q8NGF4	IPR000276;IPR017452;IPR000725;
Q8NGP9	IPR000276;IPR017452;IPR000725;
Q8N127	IPR000276;IPR017452;IPR000725;
Q8NGC0	IPR000276;IPR017452;IPR000725;
A6NHG9	IPR000276;IPR017452;IPR000725;
A6NDH6	IPR000276;IPR017452;IPR000725;
A6NJZ3	IPR000276;IPR017452;IPR000725;
A6NDL8	IPR000276;IPR017452;IPR000725;
A6NIJ9	IPR000276;IPR017452;IPR000725;
A6NCV1	IPR000276;IPR017452;IPR000725;
A6NL08	IPR000276;IPR017452;IPR000725;
A6NM76	IPR000276;IPR017452;IPR000725;
Q6IFN5	IPR000276;IPR017452;IPR000725;
Q6IF36	IPR000276;IPR017452;IPR000725;
Q9UKG9	IPR000542;IPR039551;
A8MYP8	IPR010736;
Q14990	IPR002068;IPR008978;IPR037552;IPR037389;
P04001	IPR000276;IPR017452;IPR001760;IPR000378;IPR027430;
P04000	IPR000276;IPR017452;IPR001760;IPR000378;IPR027430;
O14718	IPR000276;IPR017452;IPR002962;IPR027430;IPR032972;
O75127	IPR002885;IPR033443;IPR011990;
Q9UBD5	IPR020795;
Q96EY7	IPR002885;IPR037387;IPR011990;
Q6ISU1	IPR036179;IPR013783;IPR027834;
Q9Y5N6	IPR008721;IPR020529;
P60484	IPR017361;IPR000340;IPR029021;IPR014020;IPR029023;IPR016130;IPR003595;
Q96BW5	IPR017947;IPR032466;IPR001559;
Q7RTS3	IPR011598;IPR036638;
O43612	IPR001704;
Q06124	IPR029021;IPR000242;IPR000980;IPR036860;IPR016130;IPR003595;IPR012152;IPR000387;
Q9H0X9	IPR037239;IPR000648;IPR018494;IPR011993;IPR001849;
Q7Z3E1	IPR012317;IPR004170;IPR037197;IPR000571;
Q8IV76	IPR000014;IPR035965;
Q9BYU1	IPR009057;IPR001356;IPR005542;
Q9BZA7	IPR002126;IPR015919;IPR020894;IPR013164;IPR013585;
Q9BZA8	IPR002126;IPR015919;IPR020894;IPR013164;IPR013585;
Q9P2E7	IPR002126;IPR015919;IPR032455;IPR020894;IPR013164;IPR030712;
Q9NPG4	IPR002126;IPR015919;IPR020894;IPR013164;IPR030720;
P57723	IPR004087;IPR004088;IPR036612;IPR033088;
P40424	IPR009057;IPR017970;IPR001356;IPR005542;
P05165	IPR011761;IPR005481;IPR001882;IPR011764;IPR005482;IPR000089;IPR005479;IPR016185;IPR011054;IPR011053;
Q8TAB3	IPR002126;IPR015919;IPR020894;IPR013164;IPR030716;
Q9Y5G1	IPR002126;IPR015919;IPR032455;IPR031904;IPR020894;IPR013164;
Q9UN71	IPR002126;IPR015919;IPR032455;IPR031904;IPR020894;IPR013164;
Q9Y5F9	IPR002126;IPR015919;IPR032455;IPR031904;IPR020894;IPR013164;
Q9H158	IPR002126;IPR015919;IPR032455;IPR031904;IPR020894;IPR013164;IPR030742;
Q9Y5H7	IPR002126;IPR015919;IPR031904;IPR020894;IPR013164;
Q9HC56	IPR002126;IPR015919;IPR020894;IPR013164;IPR013585;
Q9UN72	IPR002126;IPR015919;IPR031904;IPR020894;IPR013164;
Q9Y5I0	IPR002126;IPR015919;IPR031904;IPR020894;IPR013164;
Q3KNV8	IPR039642;IPR032443;IPR001841;IPR013083;IPR017907;
P35558	IPR018091;IPR013035;IPR008209;IPR035077;IPR035078;IPR008210;
Q9NV79	IPR000682;IPR029063;
Q8WW12	IPR029169;
Q8IVA1	IPR003109;IPR011990;
Q8NBM8	IPR036188;IPR010795;IPR017046;
Q9BQ51	IPR013162;IPR007110;IPR036179;IPR013783;IPR003599;
Q9Y5Y4	IPR000276;IPR017452;
Q53EL6	IPR016024;IPR003891;IPR016021;IPR039778;
Q9HCR9	IPR003018;IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
O14737	IPR002836;IPR036883;
O75340	IPR011992;IPR018247;IPR002048;
Q01064	IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;IPR013706;
Q8N4E4	IPR024253;IPR036249;
Q08493	IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
Q08499	IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
Q13370	IPR003607;IPR002073;IPR036971;IPR023174;
O60658	IPR003607;IPR000014;IPR035965;IPR013767;IPR023088;IPR002073;IPR036971;IPR023174;
O95263	IPR003607;IPR000014;IPR035965;IPR023088;IPR002073;IPR036971;IPR023174;IPR013938;
Q9GZP0	IPR000859;IPR029034;IPR000072;IPR027123;IPR035914;
O43924	IPR014756;IPR008015;IPR037036;IPR017287;
P04085	IPR029034;IPR023581;IPR000072;IPR006782;
Q9BY77	IPR012677;IPR034785;IPR034784;IPR035979;IPR000504;
P30101	IPR005788;IPR005792;IPR036249;IPR017937;IPR013766;
P01127	IPR029034;IPR023581;IPR000072;IPR006782;IPR015583;
Q15119	IPR036784;IPR018955;IPR039028;IPR003594;IPR036890;IPR005467;
P50479	IPR031847;IPR001478;IPR036034;IPR001781;
Q96HC4	IPR031847;IPR001478;IPR036034;IPR001781;
Q6A1A2	IPR011009;IPR039046;IPR000719;IPR017441;IPR008271;
Q86YL7	
O00764	IPR013749;IPR004625;IPR029056;
P01213	IPR006024;IPR000750;
P0DJD7	IPR001461;IPR001969;IPR012848;IPR034162;IPR033121;IPR021109;
Q2TAK8	IPR033368;IPR040263;IPR035504;
P20142	IPR001461;IPR001969;IPR012848;IPR033735;IPR033121;IPR021109;
Q8IXQ6	IPR002589;IPR012317;
Q9GZY1	
Q96AQ6	IPR033589;
P30039	IPR003719;
P57721	IPR004087;IPR004088;IPR036612;
Q9Y5E4	IPR002126;IPR015919;IPR032455;IPR020894;IPR013164;IPR030730;
Q9Y5E3	IPR002126;IPR015919;IPR032455;IPR020894;IPR013164;
Q9Y5F1	IPR002126;IPR015919;IPR032455;IPR020894;IPR013164;
Q9Y5H2	IPR002126;IPR015919;IPR032455;IPR031904;IPR020894;IPR013164;
Q8N6Y1	IPR002126;IPR015919;IPR020894;
Q96TA0	IPR002126;IPR015919;IPR032455;IPR020894;IPR013164;
Q6V1P9	IPR002126;IPR015919;IPR020894;
Q9UN74	IPR002126;IPR015919;IPR031904;IPR020894;IPR013164;
Q9UN73	IPR002126;IPR015919;IPR031904;IPR020894;IPR013164;
Q9Y5G6	IPR002126;IPR015919;IPR032455;IPR031904;IPR020894;IPR013164;
Q9Y5H3	IPR002126;IPR015919;IPR032455;IPR031904;IPR020894;IPR013164;
Q9UKZ9	IPR000859;IPR001134;IPR018933;IPR035814;IPR035914;IPR008993;
Q8NBP7	IPR034193;IPR000209;IPR036852;IPR015500;IPR010259;IPR037045;
A6NKB5	IPR039797;IPR007735;
Q9UHG3	IPR036188;IPR010795;IPR017046;
Q9NZQ7	IPR013162;IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;
Q13258	IPR000276;IPR017452;IPR000376;IPR008365;
Q8WUM4	IPR025304;IPR004328;IPR038499;
Q6L8Q7	IPR036691;IPR005135;
P54750	IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;IPR013706;
Q8N142	IPR018220;IPR033128;IPR001114;IPR027509;IPR027417;
Q9H2J4	IPR024253;IPR036249;
Q07343	IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
O76074	IPR003018;IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;
P16499	IPR003018;IPR029016;IPR003607;IPR032958;IPR023088;IPR002073;IPR036971;IPR023174;
Q8N807	IPR036249;IPR013766;
P07237	IPR005788;IPR005792;IPR036249;IPR017937;IPR013766;
Q96JY6	IPR031847;IPR001478;IPR036034;IPR001781;
Q15084	IPR005788;IPR036249;IPR017937;IPR013766;
Q8WWR9	IPR026754;
Q9P2J9	IPR015655;IPR000222;IPR036457;IPR001932;
Q9NUG6	IPR030482;IPR002777;
P52945	IPR009057;IPR017995;IPR017970;IPR001356;IPR020479;
Q6P474	IPR002129;IPR015424;IPR015421;
Q5EBL8	IPR001478;IPR036034;
O15018	IPR001478;IPR036034;
Q9NXE4	IPR024129;
Q9BZ95	IPR006560;IPR003616;IPR000313;IPR001214;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;
Q9HDB5	IPR013320;IPR001791;IPR037440;IPR003585;IPR027789;
Q14980	IPR026650;
P25787	IPR029055;IPR023332;IPR000426;IPR001353;IPR034644;
P25788	IPR029055;IPR023332;IPR037555;IPR000426;IPR001353;
P25789	IPR029055;IPR023332;IPR000426;IPR016050;IPR001353;IPR034647;
Q8NFH5	IPR017389;IPR012677;IPR035979;IPR007846;
Q8NFH4	IPR037626;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
Q8NFH3	IPR037628;IPR001680;IPR019775;IPR017986;IPR036322;
Q2M2E3	
P21953	IPR029061;IPR009014;IPR005475;IPR033248;
Q9BQT8	IPR002067;IPR040062;IPR018108;IPR023395;
A1E959	IPR026802;
Q96PU9	IPR010736;
Q17RF5	IPR031706;
Q8IV42	IPR013641;IPR020028;IPR027417;
Q8IYL9	IPR000276;IPR017452;IPR005464;
P0DJ07	IPR018625;
Q6UWS5	IPR031568;
P25105	IPR000276;IPR017452;IPR002282;
Q7Z6K3	IPR002088;
P0DN78	IPR000276;IPR017452;IPR001760;IPR000378;IPR027430;
P26599	IPR006536;IPR012677;IPR034798;IPR021790;IPR035000;IPR035001;IPR035979;IPR000504;
Q9UKA9	IPR006536;IPR012677;IPR034798;IPR021790;IPR035002;IPR034799;IPR034800;IPR035979;IPR000504;
O95758	IPR006536;IPR012677;IPR034798;IPR021790;IPR033110;IPR035979;IPR034326;IPR000504;
Q13635	IPR003392;IPR000731;IPR004766;
Q8TAF5	
Q53EV4	IPR001611;IPR032675;
Q9Y546	IPR001611;IPR032675;IPR039631;
Q2VPJ9	IPR032675;
Q8TDW0	IPR001611;IPR003591;IPR026906;IPR032675;IPR038960;IPR021040;
Q96JA1	IPR000483;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR001611;IPR003591;IPR032675;IPR000372;
Q96NI6	IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR001611;IPR003591;IPR026879;IPR026906;IPR032675;
Q9BX40	IPR025762;IPR019050;IPR025761;IPR025609;IPR010920;IPR025768;
Q9Y333	IPR001163;IPR010920;IPR016654;
Q9UFC0	IPR001611;IPR025875;IPR003591;IPR032675;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
O75197	IPR011042;IPR000742;IPR036055;IPR023415;IPR000033;IPR002172;IPR017049;
Q9Y4Y9	IPR033871;IPR001163;IPR010920;
O00453	IPR007775;
Q8IV03	IPR039499;IPR037443;
