Entry	Length
P02818	100
Q9NRP0	149
Q92882	214
Q86WC4	334
P10451	314
Q15257	358
P23470	1445
Q12913	1337
Q9HC10	1997
Q15256	657
Q13332	1948
Q9NRC9	128
Q5XKR4	325
Q7L8S5	288
P23471	2315
Q8N6M0	293
Q03393	145
Q96FW1	271
O43613	425
Q5T2D3	398
Q01804	1114
O00110	214
Q9NUU6	356
Q96BN8	352
P32242	354
P30559	389
Q3SYA9	428
Q96KW2	1035
Q6GTS8	502
P48651	473
A8MW92	1017
E9PI22	279
P0DMB1	279
O95997	202
Q6ZSK4	140
Q9Y5Y2	271
Q9H093	628
Q9BQG2	462
Q9UHK0	495
P0C024	238
Q9Y6R0	609
A8MXV4	375
P28066	241
Q9BVL2	599
Q8N1F7	819
P52948	1817
Q8NH57	321
Q8NGF1	315
P0C646	298
Q8NGH5	318
Q8NH54	315
Q8NGH8	313
P0C7T3	313
Q8NGI3	324
Q8NGI1	322
Q8NH76	319
P0C628	307
Q9NZP5	309
Q8NH90	309
Q8NH89	298
P0C617	328
Q8NGI8	311
Q8NGF4	316
Q8NGP9	310
Q8N127	324
Q8NGC0	362
A6NHG9	310
A6NDH6	313
A6NJZ3	312
A6NDL8	312
A6NIJ9	312
A6NCV1	312
A6NL08	312
A6NM76	312
Q6IFN5	339
Q6IF36	304
Q9UKG9	612
A8MYP8	253
Q14990	250
P04001	364
P04000	364
O14718	337
O75127	700
Q9UBD5	711
Q96EY7	689
Q6ISU1	281
Q9Y5N6	252
P60484	403
Q96BW5	349
Q7RTS3	328
O43612	131
Q06124	597
Q9H0X9	879
Q7Z3E1	657
Q8IV76	773
Q9BYU1	374
Q9BZA7	1347
Q9BZA8	1340
Q9P2E7	1040
Q9NPG4	1184
P57723	403
P40424	430
P05165	728
Q8TAB3	1148
Q9Y5G1	929
Q9UN71	923
Q9Y5F9	930
Q9H158	963
Q9Y5H7	936
Q9HC56	1237
Q9UN72	937
Q9Y5I0	950
Q3KNV8	242
P35558	622
Q9NV79	361
Q8WW12	178
Q8IVA1	136
Q8NBM8	494
Q9BQ51	273
Q9Y5Y4	395
Q53EL6	469
Q9HCR9	933
O14737	125
O75340	191
Q01064	536
Q8N4E4	241
Q08493	712
Q08499	809
Q13370	1112
O60658	829
O95263	885
Q9GZP0	370
O43924	150
P04085	211
Q9BY77	421
P30101	505
P01127	241
Q15119	407
P50479	330
Q96HC4	596
Q6A1A2	396
Q86YL7	162
O00764	312
P01213	254
P0DJD7	388
Q2TAK8	710
P20142	388
Q8IXQ6	854
Q9GZY1	135
Q96AQ6	731
P30039	288
P57721	371
Q9Y5E4	795
Q9Y5E3	794
Q9Y5F1	795
Q9Y5H2	935
Q8N6Y1	951
Q96TA0	734
Q6V1P9	2916
Q9UN74	947
Q9UN73	950
Q9Y5G6	932
Q9Y5H3	936
Q9UKZ9	415
Q8NBP7	692
A6NKB5	2137
Q9UHG3	505
Q9NZQ7	290
Q13258	359
Q8WUM4	868
Q6L8Q7	609
P54750	535
Q8N142	457
Q9H2J4	239
Q07343	736
O76074	875
P16499	860
Q8N807	584
P07237	508
Q96JY6	352
Q15084	440
Q8WWR9	84
Q9P2J9	529
Q9NUG6	133
P52945	283
Q6P474	469
Q5EBL8	140
O15018	2839
Q9NXE4	866
Q9BZ95	1437
Q9HDB5	637
Q14980	2115
P25787	234
P25788	255
P25789	261
Q8NFH5	326
Q8NFH4	326
Q8NFH3	380
Q2M2E3	257
P21953	392
Q9BQT8	299
A1E959	279
Q96PU9	254
Q17RF5	130
Q8IV42	348
Q8IYL9	337
P0DJ07	73
Q6UWS5	81
P25105	342
Q7Z6K3	402
P0DN78	364
P26599	531
Q9UKA9	531
O95758	552
Q13635	1447
Q8TAF5	88
Q53EV4	343
Q9Y546	428
Q2VPJ9	315
Q8TDW0	803
Q96JA1	1093
Q96NI6	719
Q9BX40	385
Q9Y333	95
Q9UFC0	647
O75197	1615
Q9Y4Y9	91
O00453	97
Q8IV03	231
P01717	112
A0A075B6I9	117
Q14767	1821
Q9Y250	596
Q9Y5Y7	322
O75951	148
Q9BXT6	1211
Q13508	389
Q8N8E1	139
P51970	172
P33908	653
Q9BQ69	325
O75444	373
O15479	319
Q8NHW3	353
P13349	255
Q9UKN7	3530
Q9Y623	1939
P13533	1939
Q8NEV4	1616
Q8WXR4	1341
B2RTY4	2548
P02144	154
O15069	1562
Q5VZE5	725
Q9GZZ1	169
Q93015	286
Q86TC9	1320
O60237	982
Q6IA69	706
Q5VWK0	638
P0C2Y1	421
Q86T75	865
Q8N660	670
P19878	526
Q9UBB6	729
P16435	677
P20929	6669
P56181	108
O60890	802
O14841	1288
Q9H1Y3	402
P41146	370
P08100	348
Q9UBM4	332
P34982	312
P58170	312
P30953	314
P47887	323
Q8WZA6	343
O43749	312
Q96R84	312
Q8NH94	360
Q8NGR5	311
Q8NGR2	347
Q8NGS0	311
Q8NGR9	330
Q6IF42	318
Q96R48	311
Q9GZK3	357
P59922	312
Q5JQS5	317
O95371	312
Q8N628	320
Q9H210	308
Q8NGH3	330
O95006	317
Q8NGZ4	309
Q9GZK4	316
Q8NGU4	316
O76002	312
Q8NGT1	345
Q8NH16	312
Q8NG80	312
Q8NGY9	312
Q96R28	347
Q96R27	311
Q8NG81	312
Q9NQN1	319
O43869	369
Q8NH00	348
Q8NHC8	308
P0C7T2	308
A6NFC9	320
Q8NHA6	318
P47883	348
Q8NGN8	299
Q8NH37	302
Q8NGB2	326
Q6IEV9	310
Q96R67	309
Q15615	310
Q8NGJ1	314
Q8NGE8	314
Q8NGB9	312
Q8NGD2	314
Q8NH41	348
Q8NH43	312
Q8NGB6	313
Q8N0Y3	316
Q8IXE1	308
Q8NH73	311
Q8NGJ0	315
Q8NH48	314
Q96R08	314
Q8NGL3	314
Q8NGL1	313
P0C626	314
Q8NGV7	314
Q13606	314
A6NET4	321
A6NMS3	321
Q8NGP4	307
Q8NGP6	311
Q96RB7	305
Q8WZ94	311
Q8NH85	324
Q8NG75	326
Q8NGG3	340
O95007	311
Q6IFH4	312
Q9NZP2	312
Q8NGE1	309
Q8NGC5	347
Q8NGY3	331
Q8NGY5	312
Q8NGQ2	317
Q8NH79	312
Q15622	319
O14581	309
Q96RA2	312
Q8NGA0	311
Q8NG95	312
P0DMU2	310
Q15617	311
Q8NGP2	316
Q8NGE7	335
Q8NGQ5	310
Q8NGE9	314
Q9BRQ5	295
Q9H999	370
Q9NVE7	773
Q7Z3H0	452
Q96QZ0	392
Q9NRJ5	636
O15146	869
Q14764	893
P04198	464
A0A1B0GUC4	108
Q9Y6X6	1858
Q86YV6	388
Q5VTT5	1437
Q5VU43	2346
Q9H1M0	184
Q6NSJ0	714
Q12965	1108
Q9ULV0	1848
E9PAV3	2078
Q5TBK1	243
Q9Y483	593
P49914	203
Q8NCE2	650
Q6P444	385
Q9BV20	369
P29803	388
Q96GX9	242
P0DN77	364
Q96CV9	577
Q9P1Q5	309
Q9Y585	309
P47884	311
Q8NHA8	337
P47890	313
O60431	355
Q8NGS3	322
Q8NGS2	313
Q8NGR3	316
Q8NGR8	309
O95047	310
Q96R45	310
Q8N349	312
A3KFT3	312
Q9Y3N9	320
Q7Z3T1	314
Q8NG97	314
P47881	315
P47893	321
Q8NGI4	311
Q8NH21	305
Q8NH42	304
Q8NGD0	313
Q8NGL7	312
Q8NH49	305
Q8NGF9	303
Q8NGI9	324
Q96R09	309
Q8NGF7	314
A6NL26	309
Q8NGR4	320
Q8NGL4	314
Q8NGK9	328
Q8NHB8	316
Q9UGF6	321
Q8NH69	310
O95222	327
Q8NGW1	331
Q9NZP0	311
Q8NGZ6	308
Q8NGW6	343
Q8NGM8	313
Q8NH40	331
Q8N148	313
O60412	319
Q8NG98	312
Q96RD0	313
Q96RC9	309
Q15620	311
Q8WZ84	308
Q9GZM6	311
Q8NGG1	315
Q8NH51	312
Q8NH09	359
Q8NH10	309
P0C7N5	309
Q8NGU2	314
Q8NGQ1	327
P0C7N8	305
Q8NGQ6	314
Q96SN7	254
Q13415	861
Q9Y619	301
Q5QFB9	102
Q9UIF7	546
P20592	715
P20591	662
Q9H903	347
Q13615	1198
Q96EF0	704
Q96QG7	549
Q9NXD2	777
A4FU01	709
P11177	359
O00330	501
Q8IZS5	231
O75665	1012
P55157	894
P48039	350
P42285	1042
Q765P7	747
Q9ULD2	1270
O75431	263
Q9ULD0	1010
Q8N543	542
Q9NZT2	677
Q9UKN1	5478
Q9H3R2	512
Q5TC84	451
Q8WXI7	14507
Q685J3	4493
P43121	646
Q7Z5P9	8384
P15941	1255
Q5SSG8	566
E2RYF6	1773
Q02817	5179
Q99102	2169
P98088	5654
Q8TAX7	377
Q9ULC0	261
Q96DR8	90
Q3MIW9	517
Q8WWZ8	545
P13725	252
O95948	504
O60422	494
Q86WS3	158
Q9H6K4	179
Q96PE5	141
Q14982	345
A6NF83	97
Q9Y6X9	1032
Q13724	837
Q6UWF7	544
P00540	346
P26038	577
Q2M385	716
Q8NH19	301
P46734	347
Q9Y4A9	318
O60404	316
Q5JRS4	329
P0C629	311
Q8NHC4	309
Q9Y530	152
O43196	834
Q01726	317
Q96DH6	328
Q96KJ4	702
Q8IXL7	192
P04733	61
Q8WXB1	218
Q9NX40	245
Q5VZV1	264
P11137	1827
Q96DY7	904
Q15390	333
Q5XG87	772
P51003	745
Q6UY27	113
Q8N699	235
Q9UKX3	1938
Q9Y2K3	1946
Q9HD67	2058
Q9NZM1	2061
Q14149	939
Q3SYC2	334
Q8NHV5	167
Q6NXP6	359
A0A0C5B5G6	16
Q8NDC4	146
Q6DT37	1551
Q86SM5	289
Q92887	1545
Q96LB0	322
Q96LA9	322
P35372	400
Q8NGR6	318
Q15619	314
Q8NGS1	313
Q8NH93	324
Q8NGA1	313
Q8NH06	330
Q15612	314
Q8NH92	325
Q8NGQ3	325
Q8NGT9	310
O76000	313
P58173	313
Q13607	317
Q8NGZ5	317
Q5TZ20	316
O95918	312
Q9GZK6	312
O76001	311
Q8NG85	312
Q8NG83	312
Q6IF00	324
Q8NH03	318
Q6IEZ7	315
A6NH00	312
Q8NHB1	315
Q96R30	315
Q8NGV0	311
P47888	321
Q8NH83	315
P0C604	315
Q8NGF8	309
Q8NH72	309
Q8NGP0	309
Q8NGM1	316
Q8NGL9	310
P58180	307
Q8NGN0	318
Q8NGI6	311
P0C645	315
Q8NGC2	313
Q6IEY1	312
Q96R69	305
Q8NGD4	311
Q96R72	315
Q8NGD3	323
Q8NGD5	310
Q8NGC6	315
Q8NGD1	307
P0C623	307
Q8NH05	313
Q8NGB4	309
O95221	314
A6NKK0	313
Q8NGV6	325
P0DN80	308
Q8NH18	312
Q8NHB7	308
Q8NGL2	311
Q8NGL0	311
Q8NGP8	315
Q8NGP3	310
Q6IEU7	315
Q8WZ92	322
Q8NGG2	359
Q96RD1	312
A6NF89	314
Q8NGY2	324
Q8NGY6	317
Q8NGX9	317
Q8NGN1	323
Q8NGX8	325
Q8NGA2	310
O76100	309
O76099	320
Q8NG99	324
Q8NGG7	326
Q8NGG8	313
Q8NGG6	310
Q8NGM9	314
Q8NG78	346
Q8NGG4	311
Q8N162	312
Q8N146	312
Q8N0Y5	310
Q8NGG0	315
Q8NGG5	319
Q8NH50	307
P0C7N1	319
Q8NGU1	263
Q8NGT5	310
Q8NH87	305
Q53FV1	153
Q8N138	153
Q9BXI2	301
Q9Y3B8	237
I0J062	215
Q96RD7	426
Q8NDF8	572
Q96NY9	551
O43439	604
Q9Y6C9	303
Q06455	604
P13995	350
Q9Y4I5	508
Q86WG5	1849
Q9NYA4	1195
O75081	653
Q9Y217	621
Q9Y216	660
Q5SWX8	454
Q9UBK8	698
O75648	421
Q9H488	388
Q5JR59	1369
Q9Y2G5	429
Q13505	466
O60502	916
Q8N307	709
Q04900	197
Q02505	3323
Q9H195	1237
Q9HC84	5762
Q6W4X9	2439
Q969V5	352
Q7RTU3	272
Q68BL7	652
P78380	273
Q96E52	524
O60313	960
Q9UHM6	478
Q99583	582
Q8TD46	325
Q96BX8	217
O95158	308
Q9NRJ1	99
Q6ZVC0	841
Q6UVY6	613
Q9Y5U8	109
Q6ZSM3	516
P36507	400
Q8NGE5	316
Q8NGN7	298
Q8NGA6	315
Q8NGY7	276
Q8NGX5	313
Q9NZW5	540
Q8NGY1	313
Q8NH07	326
Q99550	1183
Q9NV56	204
Q9HC36	420
Q7Z6M4	381
Q6UWY5	402
Q9NRN5	406
Q6UX06	510
Q8TAK6	271
Q13516	323
Q68BL8	750
Q99983	421
P23515	440
P47874	163
P0CE72	109
A6NGQ2	149
A8MZH6	123
A0A2R8YFM6	193
Q6U736	354
P41143	372
P41145	380
P03999	348
Q9NZJ7	389
Q9Y4B5	1905
Q96E29	417
P10515	647
Q9P0S3	153
Q9BZ23	570
Q96RD6	677
Q9NVV4	582
Q13219	1627
Q96RG2	1323
Q8WXA2	126
P0C8F1	98
P50539	228
P12525	358
Q99836	296
P35749	1972
Q9H6N6	1097
P12882	1939
Q9H1R3	596
Q6PIF6	2116
P52179	1685
O15049	544
Q9NPC7	610
Q9Y4I1	1855
Q9NP98	299
Q9NPC6	264
Q99972	504
Q92802	583
Q86VE0	399
Q9BZK3	213
Q92968	403
Q15274	297
Q7L9L4	216
O96033	88
Q96CM4	212
Q86TA1	216
P58417	271
O60669	478
Q02750	393
Q5VZ52	161
Q9H208	303
Q8NH80	312
Q8NGN6	311
P30954	320
Q6IF99	312
Q8NGE3	313
B2RN74	326
Q99549	860
O14733	419
Q8NGV5	346
A6NCE7	125
P20645	277
P39210	176
Q6UWV2	235
Q8TCY5	172
P00973	400
Q9UBG0	1479
Q96AM1	343
Q96LB2	322
Q96LB1	330
P49006	195
Q6ZTZ1	278
O15457	936
P52701	1360
Q8NCU8	56
Q96S19	204
Q9BWT3	736
P22033	750
P53602	400
Q92614	2054
A6NI61	221
P54296	1465
Q9Y5N5	214
Q08AG7	82
P41227	235
P15172	320
Q9H7X0	242
Q02083	359
O14974	1030
P40855	299
Q86W26	655
P43490	491
Q9HD47	186
Q969Y0	559
Q86VF5	341
O95907	504
Q13421	630
Q68DK7	614
P08118	114
O15243	131
Q2TV78	715
P35548	267
A1L3X4	49
A6NDL7	271
P02795	61
Q16625	522
P0CE71	109
P56278	107
P08559	390
Q9BV57	179
Q9Y2Z2	717
P58546	118
P49286	362
Q13585	617
O43312	755
Q8N3F0	131
Q5HYI7	312
Q6N063	350
Q6PK18	319
O15527	345
Q15743	365
Q8N387	334
O15294	1046
Q9NTK5	396
Q8N653	840
Q96S90	227
Q9NR34	630
Q9NXJ0	267
Q5J8X5	152
Q56UN5	1328
P49641	1150
O95299	355
Q8WWC4	291
Q9P032	175
Q9ULX9	164
A1L188	74
Q9UDY8	824
P41279	467
P80192	1104
Q9NQG1	85
P46821	2468
O00339	956
Q16048	86
Q6ZNC8	495
Q6VMQ6	1270
Q8N8R3	303
O43462	519
Q6ZSS7	791
P26572	445
Q8NBP5	474
Q86V88	176
Q96A72	148
Q8TCD5	201
Q8WV92	249
A8MYZ0	460
Q8IVT2	679
P53778	367
P03891	347
P31152	587
Q13164	816
Q8TD08	544
Q9NPJ1	570
Q9UL63	735
P45984	424
Q9H000	416
Q13064	507
Q6NVV0	33
H3BPM6	223
Q5HYA8	995
Q8IYA7	352
P21741	143
P03897	115
Q96CX6	371
A6NDA9	550
Q8WV35	223
Q96JM4	1722
Q8ND94	238
Q9P2V4	623
Q86VZ4	500
Q8N9N7	239
Q96NW7	1537
A4D1F6	860
O43300	516
O15116	133
Q9BVC4	326
Q9NQ29	371
A0A087WSX0	123
P01721	117
A0A075B6I4	117
O75342	701
O15296	676
O96009	420
Q7Z4W2	148
Q16706	1144
Q96DS6	147
Q5TCX8	1036
Q9Y2U5	619
Q8N7X4	407
P43356	314
Q9UI09	145
Q96T17	732
Q3KP22	176
Q8TD91	643
Q99558	947
Q9BXY0	300
Q6ZN16	1313
O43708	216
Q9HCI5	957
Q7Z304	686
Q13495	774
P21941	496
Q7Z434	540
P11226	248
A4D2B0	266
Q68D91	279
Q9BQD1	86
O15068	1137
Q6ZWT7	520
Q6NUT3	480
Q09327	533
Q9H649	340
P08493	103
Q8NE18	718
P53779	464
P28482	360
O15264	365
Q16539	360
Q8NEH6	495
Q9UBU8	362
Q86Y26	1132
O15381	856
Q149M9	1564
Q9ULI1	1742
Q15014	288
Q9UBU9	619
Q9Y605	127
Q9GZY0	626
Q9H1B4	397
Q70IA6	237
Q96DL1	559
P53985	500
Q9P242	653
O75970	2070
P30304	524
Q8NH08	325
Q8NGE0	317
P30305	580
Q8NGC3	310
Q8NGN2	331
Q8NGY0	326
Q53F39	396
Q8NGC1	345
Q8NG94	326
Q8NGC9	324
P58182	307
P36021	539
Q7RTY1	509
Q8NGS6	347
Q8NGS8	318
Q8NGT2	312
Q8NHC5	309
P04181	439
Q5VT25	1732
Q9Y5S2	1711
Q8N565	214
Q96LU7	910
Q8NDA8	1641
O15439	1325
Q96J65	1359
O43482	229
Q96HJ5	214
Q96MR7	158
Q16633	256
Q6P1R3	559
Q96H12	275
A6NI15	193
Q8NCY6	345
P20585	1137
P21757	451
P47224	123
Q5VST9	7968
O75147	1896
Q02509	477
Q8IVN3	82
Q9BUK6	570
P13640	62
Q9H867	229
Q8TAD7	63
Q9H607	264
P25713	68
P36957	453
Q9H4K7	406
P43365	314
P43355	309
Q14582	209
O60732	1142
Q9BU61	184
O00462	879
P32245	332
Q5U623	682
Q7L590	875
Q9H2D1	315
Q10469	447
Q8TEA1	469
P0DPK3	275
P0DPK4	236
P61970	127
P20783	257
P34130	210
P78549	312
Q9BV86	223
Q5VVY1	283
Q8IVF1	878
A6NNL0	878
Q5VT03	806
B1AL46	878
A1L443	756
Q5VZR2	741
Q9Y2I2	539
Q96CW9	530
Q9BSD7	190
P30989	418
O95665	410
Q9P121	344
P04629	796
Q16620	822
Q16288	839
P57740	925
Q8WUM0	1156
P49790	1475
O75694	1391
Q12769	1436
Q5SRE5	1749
P03886	318
Q92621	2012
P35658	2090
Q75NE6	70
Q8IXI2	618
Q8IXI1	618
Q96FF7	219
Q15759	364
P45983	427
Q9BUB5	465
Q9BYJ1	711
Q9UN81	338
Q8N456	261
Q6P9F7	803
Q5T700	205
A6NM36	301
Q6P0N0	1132
Q9NQ48	299
A6NCF6	341
Q16584	847
Q9UJ55	1249
Q96JG8	741
P56730	875
Q9HCC0	563
Q8IX19	187
P10911	925
Q969V1	340
Q7Z7M0	2845
Q7L2J0	689
P35240	595
Q99707	1265
Q16656	503
P03971	560
O75030	526
Q9H081	205
Q9H2W2	232
Q8NDC0	245
P27361	379
Q16659	721
Q9BYG3	293
Q9UHC7	482
Q13434	485
Q9NXB0	559
P19105	171
O14950	172
O15504	423
Q68CR7	880
Q6UY01	552
A6PVS8	624
Q8ND56	463
Q7Z3D4	306
Q567V2	206
P0DM35	61
Q6UWQ5	148
Q8N5U1	240
Q05195	221
Q9H0U3	335
O95819	1239
Q9H9H5	199
Q9UBF1	373
Q5TEU4	345
Q9H213	219
D6RGH6	385
P49736	904
Q07820	350
P40925	334
Q9UBE8	527
Q9NPP4	1024
Q9C000	1473
Q96P20	1036
P22307	547
P28336	390
P08949	121
Q8TCU5	1115
O60391	1043
Q96D46	503
Q12879	1464
Q13224	1484
Q14957	1233
O15399	1336
Q05586	938
Q9C002	83
Q13287	307
Q9HAN9	279
Q9BZQ4	307
Q96T66	252
Q9HBL8	299
Q5H8A3	153
Q16517	81
Q8IW45	347
Q71SY5	747
Q8NCW5	288
Q9NX70	200
Q7Z3U7	1717
Q70IA8	216
O95396	460
Q86VX9	652
Q9HCE1	1003
Q9P2P1	1898
Q7RTX9	510
Q8NH74	314
Q8NGN5	311
P30307	473
Q8NGA5	316
Q00325	362
Q8NGQ4	319
Q8NGI7	309
Q8NGF6	305
Q8NGC7	330
Q8NGC8	314
P0DN82	309
Q6WCQ1	1025
Q8NGS7	320
Q8N594	471
Q96G30	205
Q8NGE2	309
Q8NH01	316
Q8NH02	315
Q8NGL6	344
Q8NH64	312
Q9H339	312
Q8NGF3	324
Q9H255	320
Q8NGK1	321
Q8NH63	302
Q9H342	316
Q8NGJ5	315
Q8NH59	317
Q9H2C8	321
Q9UKL2	312
Q96RD2	323
Q8NGK2	314
Q8NGF0	335
Q6IFG1	317
Q8NGK6	324
Q8NH67	350
Q8NH60	311
Q8NGK4	314
Q8NGK3	314
Q8NGH7	329
Q8NGH6	319
Q8NGK5	317
Q8NH53	320
Q8NGI0	321
Q8NH56	324
Q8TDS7	321
Q9H579	483
Q5TGP6	573
P33527	1531
Q6NTE8	343
P54368	228
O95190	189
P49959	708
Q9NYP9	233
Q9ULH7	1088
Q8N5Y2	521
O15091	583
Q9HD23	443
Q9Y3D2	182
Q9NY56	170
Q9NPH6	170
Q9BYG7	248
Q4VC12	460
P28360	303
P07438	61
P04732	61
P04731	61
P80294	61
Q93083	61
Q8N339	61
P80297	61
Q56VL3	154
Q14872	753
Q13126	283
Q2M296	383
Q13614	643
Q13496	603
Q9BXS6	441
P50219	401
Q6Q8B3	271
Q9H8S9	216
Q9UQ07	419
Q16653	247
Q6PF18	240
P0DKB6	136
Q8TF71	515
P58181	314
P45985	399
Q96JB8	637
Q99547	160
P34949	423
Q9UGF7	316
P0DN81	318
Q9UGF5	321
A8MV57	137
O15442	326
Q15777	294
Q9Y6K5	1087
Q99551	399
Q49AM1	385
Q13613	665
P42898	656
Q9C0I1	747
O43193	412
Q9UDX5	166
O95248	1868
Q9BT17	334
P42345	2549
Q8N323	547
Q14168	576
O75352	247
Q15646	514
O15438	1527
Q68CQ1	1323
Q9UMX2	235
Q5T3U5	1492
B2RBV5	119
Q9GZW8	240
P43246	934
O43347	362
Q9HCI7	577
Q15800	293
Q1L6U9	139
Q9UJG1	213
Q8NHP6	518
O75425	235
Q9UJ68	235
Q9NZV6	116
P26718	216
P02776	101
Q8N8D7	197
Q5C9Z4	860
Q9Y239	953
A8MTQ0	251
Q9Y5S8	564
Q96PH1	765
Q9NRQ2	329
O15130	113
O15259	732
Q7Z494	1330
Q06495	639
Q8N130	599
Q9UFN0	247
Q9BS92	247
P47972	431
P15559	274
Q14651	629
P13797	630
Q14994	352
Q8N912	160
P20393	614
P49281	568
P49642	420
O14786	923
P58401	666
Q96MF7	247
Q9GZP1	204
Q96MG7	304
P46459	744
E7EW31	1015
P80303	420
P69849	1222
Q8WTT2	800
Q9BVI4	516
Q9UK39	431
Q9Y2X3	529
Q9NST1	481
Q8NFA2	376
Q5VZY2	271
Q99466	2003
P55209	391
Q96GD0	296
Q6P988	496
Q99733	375
P35228	1153
A6NJU9	1138
P61916	151
O15118	1278
O43660	514
Q9BY65	106
Q9NRY7	297
P06748	294
Q92617	1050
C9JG80	1138
A8MRT5	1133
E9PJ23	425
O75200	414
E9PQR5	432
F8W1W9	429
Q14916	467
Q12980	569
O00476	420
P0C0P6	89
Q99463	290
Q15406	480
Q15466	257
P55055	460
P13056	603
Q13133	447
Q9Y5X4	410
P10588	404
Q96F24	287
Q92823	1304
Q9BQI9	281
Q99748	197
Q96IY1	281
Q0GE19	340
P03923	174
O60285	661
A0A024RBG1	181
Q96G61	164
Q9UIG5	152
Q14249	297
P0C025	328
Q9BZD4	464
Q6ZUF6	198
Q9HCH0	1330
O14513	1909
O14524	444
Q8NFW8	434
Q16649	462
P21359	2839
O95631	604
Q00653	900
P25208	207
P55347	436
Q99574	410
Q9NZG7	142
P26717	231
P21452	398
Q9NVX2	485
Q969F2	451
Q9UD57	310
P43699	371
O95096	273
Q6NVV3	410
P53350	603
P52952	324
Q8NFZ3	816
Q9H4B4	646
Q9BZE4	634
P41247	253
O14494	284
Q8IVI9	506
Q99742	590
Q96NT1	182
Q6T4P5	718
P48145	328
Q32ZL2	321
Q8NG41	125
P49643	509
P48552	1158
Q8IZ57	195
Q96EP9	437
Q9H857	520
Q86YG4	428
Q96AB6	310
Q96HA8	205
Q9Y266	331
Q8WVJ2	157
Q9H1E3	243
Q9H094	633
Q96M43	638
B4DH59	902
E9PQ53	114
O75380	124
Q15843	81
Q9NVZ3	263
Q92979	244
Q9Y6K9	419
P16519	638
Q96PU5	975
Q8NG66	645
Q8TD19	979
Q16513	984
Q12968	1075
Q8WWR8	484
Q9Y697	457
Q8N4C6	2090
Q9NQR4	276
Q4KMZ8	207
Q02325	96
P49763	221
Q7Z4H8	507
O95897	454
P78316	857
Q9NZM5	478
Q8NEB5	264
P61580	75
Q8IUM7	802
Q99457	506
A6NHN6	443
Q7Z2D5	763
Q9UHC9	1359
Q9HBY0	568
Q9GZQ6	430
A0PG75	271
Q8TAT6	608
P46531	2555
Q9UND3	350
E9PIF3	369
F8WFD2	350
