From src:'3'	To src:'22'
NLW	69640
243	6443013
3NP	1678
7ZJ	129009708
HF4	25774
4SV	459531
X40	66553052
88R	739192
4DI	5227
62D	135566592
1B7	135566782
ZD6	3081361
IVC	165435
2JZ	24767909
LI	28486
FL2	446134
SPC	17754173
HNC	49867117
E2J	5074
HQY	1923
VPX	10077130
0YJ	70678492
5EA	5287529
8KR	134693738
VT2	137350130
II4	1510981
0MK	12306941
J0J	71604314
739	5287548
JNB	101902449
F8D	134817772
9P4	121262526
MG8	4377671
G5V	20463660
0QE	6327
8JS	730546
EES	11368987
UGI	124222426
DX2	5546
8SQ	132275012
AY1	447434
GY8	135567346
OB8	119058101
8A3	137348691
CAI	5287879
AU3	105093
JUO	86580347
3WV	86685779
SPK	446718
AWK	132281890
7EJ	58355693
LP6	49867252
NMT	137349803
ILX	49867151
6L5	137348480
7LR	129009697
HA7	72200349
HA7	49817362
5GT	5311897
AAC	10972
ESP	5438
D5M	12599
83X	68073
5DF	105539853
0S7	56973548
6HM	261865
BRH	57369840
BRH	2733518
6XP	72200766
MU2	16214783
AQ5	132275018
4RO	118988353
CQY	131955136
HE0	137349504
B6S	14397824
PBF	7020128
PBF	7020127
6QD	135567191
BQN	24875307
KCS	68982
EOP	9547936
82M	124222446
A8N	5287586
CJB	15042826
70E	122235236
U3P	101543
PG2	448457
MYK	6454263
CIY	5280536
EMU	62389
CEK	16066144
SFB	49837847
14M	24946280
XLM	4369530
8GX	60155700
MA6	44199361
OTY	152670
G5J	135545219
7JE	131801415
6J9	18008465
YOF	6926992
YOF	643330
4UU	137348286
5RU	135567097
MFT	49867303
X7G	71698642
CCW	91754245
77C	86763204
FGQ	122441965
3L6	135566947
CL8	656580
8UO	134158384
IOL	10894
MAA	6971259
MAA	5288725
958	132274385
8OH	129900315
WG8	136078457
1QV	71598544
SJP	70908401
FYW	89907349
TQX	44198672
5BD	44568710
328	9797857
QUD	44631815
HW0	57345911
HSG	46937109
18S	49866414
9PP	5287571
BIS	444076
0L4	56962322
M4Z	70680440
VRX	135401990
M8M	25181314
AKM	71447327
EZR	135566450
4MP	2196
PNB	449242
CMI	446984
EQB	134814263
H5K	45269554
5HO	17587386
1BM	9547983
1X9	5282054
KEY	137797032
RDG	137349940
MZT	73167559
Z72	24849380
4CF	1501865
4CF	7128311
5X0	105539871
N1L	45100487
9TA	6780
3TH	15991547
3UD	77108133
ZMG	135566336
5CE	50940843
DFA	8333
C2S	10792578
6VY	122174239
79V	54650477
8TE	14295338
0NA	71519580
6LE	7015635
IHE	5288616
ZMR	60855
7I2	1894
EN5	78333407
MOG	446312
X0W	112829
5L6	92136227
35C	26173
6OO	117831231
6OO	137348502
JTM	135567474
ME4	11237163
YWZ	137350199
053	53346500
XEV	2759550
KRG	53308655
DKQ	203437
H0T	59483528
5H2	44242164
T93	134817490
C0T	49866737
RD1	131704440
02L	11622811
MP7	49766501
K10	11522441
FF8	117072556
IL0	89382044
TDI	656970
LDH	36689968
B2Y	263366
FHB	160456
1DM	5287447
XTW	91668209
A3K	86287744
EXG	10262504
04J	169371
CS5	9916309
1RP	60126677
B5N	17249811
9W4	129010141
CX6	5288002
26A	440004
EZ7	135302421
4YW	91971390
68V	10472105
HR2	16220139
TSE	475367
5Y0	10152076
LU2	5280445
6PJ	137348507
YKJ	53389266
58W	72203382
FTD	137349370
9AM	445534
BAY	5481286
WYE	44540644
BFV	69099177
2OQ	60163745
BPI	5287834
SVQ	91971262
PEQ	5326965
EK4	136259527
67P	4787937
N1P	7903
0QJ	57384118
349	42615255
4T7	11030568
EZB	135567453
5WF	71222614
GA8	134822000
1JJ	71297190
NTZ	445245
VGN	46850851
8GP	6852183
6AL	118394714
DQK	137349191
33U	10116069
235	23653508
EVK	11719003
0CM	52917873
1SC	49866425
1SC	10472342
MD7	54723327
DPN	71567
DPN	6919011
94Q	137348789
DNW	87950766
1SQ	73742
780	1504
59G	25132043
5T0	132917421
UCM	447446
6BZ	119057464
3TT	77003905
0SX	135564632
HX7	9870145
FY1	134693836
RZ7	53308643
9LT	25368302
LYC	446925
QIU	131955101
2QD	24905647
692	7060565
2GP	135460966
MM1	131704233
MM1	17754081
A3R	10951514
49R	40478904
2MR	169148
2MR	51351707
N77	137349789
SMI	44552603
A8E	7000159
A8E	2762282
4TQ	137348285
3IP	90334
CGP	135678081
33E	9796068
JOG	134817756
NPS	156391
S0J	2497363
MH4	46829290
4DE	656965
HTL	4369479
1R0	71560296
USQ	443244
GNC	160669
01M	129361433
GCX	91858046
T68	72193894
54C	101228708
6DV	44394716
GKK	16661702
7E5	90480133
2PD	135566418
2Z4	444184
ADI	446575
CZN	49866868
UN7	5327158
KWA	4723656
1DT	71737825
02Q	30938
G63	18635119
CZB	49866866
PGK	16040249
SIZ	118797893
DHQ	148140
AS3	9855524
210	44400012
210	4674
SSV	49867687
59B	22432631
27B	88665
GMZ	46906053
S1A	5281897
0ZP	137347922
5KR	2876107
ET8	9878588
XLX	137350165
ZZV	16097721
1NR	71304814
2B5	45105267
7KZ	137348638
6YW	9892081
7Y3	3237735
810	135567182
AFF	5897
8NH	9882972
RS1	3342298
TBC	186558
G9I	20779876
GPJ	59121230
GPJ	5288464
GPJ	59121227
MTR	17754095
0C7	56587967
YNC	72183479
PS2	16040252
34P	9547930
99C	137628318
BF0	137348997
FYK	118174653
ODN	137349831
4LU	91828263
REM	6324659
3II	4620128
TUQ	118797271
5LY	18718192
REW	10391684
B8Y	49797978
UCL	16721025
8Q8	124222738
3A8	92142115
RMA	5289295
9N0	137333943
3ZS	637977
YIQ	57547724
M3I	66172
0CE	46907784
BUO	650
GR5	134129112
AM0	23536770
EPO	440044
2ZQ	11830
77W	118166742
0X6	59618273
NGC	9840259
LAR	445420
X4C	74049853
2PG	439278
83H	135564980
JN4	137349602
H04	83357
CSJ	49866837
GMA	7015181
GMA	445883
2VP	90644073
1DE	73254845
THJ	1084
HPU	71768345
54L	22464
0ZD	71304794
6S4	688344
UL7	71144900
7EC	137348601
JV0	52946783
CDW	49866772
FD2	446605
QUP	118129292
HKJ	138105933
ZZU	42615250
F09	8914
PDH	853475
FSM	16040232
3JB	91623338
NCT	89594
VYF	70679351
28Q	44624151
662	53301843
Z79	10445302
6XQ	133053953
3RR	52940060
2E5	46236605
HK5	23661658
ZRO	72187568
ABZ	448533
CZ9	49866865
BCV	16058631
8ZU	137601
74C	297
105	2815
H11	135566419
B62	135564796
HC7	25113187
VAK	159776
NHF	126517
FHH	137349349
5SF	67462786
EWT	137628312
CEY	5288409
BLF	56951871
VVS	73427242
P3M	444727
78Y	2774349
S88	73659186
45P	135460975
PHR	11987826
ONA	123756
3FB	2761537
3FB	7010024
4K6	46978227
PBZ	3289295
48Y	5460287
4XV	77230235
FNN	520948
62Y	91668528
2G9	73386667
7GY	135567294
448	23661697
8JM	122531786
EG8	118656419
KH4	76210625
2FR	24941249
YRZ	137350197
DUL	91754987
D4D	461279
OS1	49867446
BN5	5326887
9B4	131704456
0E8	447617
786	51035425
112	5287416
KJD	135747634
7DA	24814236
JI5	24764596
FXB	137552736
5UY	86338721
827	15574862
YZS	137700790
K17	5149739
EUW	138105939
YPF	137350195
XP4	49867859
0YT	22887083
N4M	137349786
32O	6971004
2PX	73167574
W68	130449136
5NR	2779831
LTG	10965117
A9E	905454
ZOZ	11966155
3AZ	506073
3AZ	40478932
CFV	513605
P74	56844248
2H7	78318176
LGW	25101485
5V5	118703104
7FY	137348612
59L	118988602
6UZ	124222418
D81	131842078
S76	255440
TE4	5411
999	6603868
TCC	447370
TIM	33624
GUZ	56604913
APM	5287691
G	135398631
PMU	135566570
4S4	91819622
3XB	46191083
NFF	137349797
4Y1	56949475
5XF	40642506
DMJ	72258
5GH	137348353
HJH	137796785
7BD	15627868
K8X	44263430
3B4	19826721
FY5	40467170
0O7	71568837
CHH	91420
55V	25187896
7CQ	137348591
6F1	121005816
8S4	10997805
F4G	137349311
69G	121335190
JGG	2815672
80K	131842076
9M6	137333946
DWE	137349208
NOM	6323454
LIU	15991562
0UJ	66557868
BPV	70684
BRF	57030
YP6	2660519
2CQ	2801468
42S	2727248
M2P	4369446
30H	86277897
SNX	24812721
PSP	5969
PSP	135534350
PSP	135539427
1HL	71305058
FPX	60147016
HGM	56842548
CAG	135509080
F0S	137349302
GSC	5288474
TYU	9543506
4QH	50796983
DSD	444640
D1L	448978
CDY	72194
MTG	5179950
B86	515328
KO1	25113109
KAI	10255
KAI	44338126
EAZ	69918127
EP5	137349273
Y01	65082
F5Y	118021476
C2Y	589098
5OA	76966642
HMC	5288564
0QG	9906002
GW8	56932129
MEK	11533791
740	10138993
PAJ	447261
XAP	65020
YM7	42610483
M59	91819613
C1B	135431465
DVA	6971095
DVA	71563
ZTD	57382396
9E5	986534
BIJ	49866705
MDO	49866831
1TU	131633007
2OB	5283632
156	445576
2EZ	66130
6QF	135412648
PN6	9949641
0FP	23585980
75C	121596337
BER	2353
0TK	60167572
1KA	176960
KEF	49867194
ZPA	73659099
4A5	19576771
0F1	739884
GIQ	53462
KDE	49867192
6QT	124222415
I5H	1550957
HY8	137552760
ISC	189062
20F	135566869
4HK	60138173
A2J	611792
3R0	86278568
6GH	124220259
8LV	129012118
PG6	70931
8E4	126963323
LYP	52945397
FIX	6602427
9L3	137797009
L89	5918
5PE	119057267
GGC	449471
9LJ	126962413
EI1	11149479
M33	16750077
501	5287523
XG4	135499669
BU2	446973
P63	23656870
4QZ	118988350
67K	124081738
FA0	2724967
15U	445156
UR3	44602426
BGF	3471142
A0J	91754980
6RB	26137977
5SV	137348397
58A	137348320
3Q7	47364
A43	49866584
CFA	1486
7ET	123133770
STL	445154
GON	135652670
H3V	17218154
R39	10972838
MQ9	5288844
5MD	445537
CLC	247978
0Q1	60210983
0TX	639540
KA5	461920
DLB	132473039
N1T	5180212
69W	118987036
1O5	71576779
1A5	11837256
310	137348113
310	11583947
9VE	137348866
BWQ	132990900
SP8	24768562
LNV	502272
FDG	137349339
2NH	447474
LX2	25147499
DAM	134856
7F3	46206292
NI0	135566745
S99	44199325
ZYM	72200935
AX2	7955
MBE	161880
ISA	444306
JRD	137349608
C00	25134257
18X	118988340
TSP	46937170
12V	49835811
M49	71598534
OKG	137349838
MYU	5281680
HBA	126
2SK	6914612
HX8	13254
7WY	126564470
X2K	15551239
179	25227367
NAX	440516
8SU	5280880
B5U	70680565
OUK	137349857
5BM	3006531
9HC	137348822
F2K	34364076
BTO	2797541
48Q	92136220
HAH	11608506
SRZ	137350020
AMV	25194150
2TG	90065461
SZ1	2899
MEM	441130
MEM	40466974
F61	90677410
1G7	71305055
KIV	49
P9S	15060045
FKK	135393501
4ID	50744391
4BH	135422922
FXE	2811427
088	25167372
53A	49866521
G44	17758361
09A	56940706
EJY	23578
IYP	440431
BCP	5287744
7NV	71819715
6T2	10366136
MAB	448165
GM4	12259685
F5N	25342159
8WJ	24962880
27G	2347
GUI	16038120
5PL	56965916
74O	126480569
2CL	81058
H5N	137349485
3Q3	50909914
EKB	25138225
H86	24836814
MB9	24851689
C4K	137631322
C4K	135567433
ORX	447380
EDE	446232
DHB	72
354	135509069
9M9	91971385
GLY	750
GLY	5257127
KZQ	117072130
5EH	667477
HI0	24798804
1MS	10783132
BTZ	24856354
BAU	54929
NFD	49867373
6ZH	129009660
FH7	49866984
CMG	4564
1LB	78225350
226	448669
1B9	135566785
VD1	5289547
JLJ	16074556
JZY	24946706
1QL	137347980
PQR	1607
YKC	53389264
NAI	439153
4Z5	71721540
1XF	224665
3TO	44552610
Z13	71722599
3DW	58266559
RLB	57336495
JR5	51696547
G27	9860102
DVD	58540133
LZ4	9994066
NLO	7018840
JYY	137349625
DKN	134129119
4VG	91864561
0W0	137347901
9JG	62705044
IES	90667452
58G	121499142
1LM	68476
4K7	73291790
M48	72771082
TCM	1714210
6Y5	54193838
NNQ	9856730
59Y	44207265
CAL	6323244
H0K	135566734
3G4	11545694
ITW	10081533
ON9	91799237
BOE	49866718
B40	10836
PTG	23654841
IND	798
0H9	66553102
HOZ	9547985
UFM	448873
PNV	6869
B4D	38988913
EBW	1338
G1Y	134369552
9K0	137348831
387	60195182
FMO	91820718
5WQ	102515543
EH9	149790
JZC	24823491
PLO	8955
32G	70679452
07P	56593145
614	46174168
1CK	5330990
1CB	2906
5RL	736083
DZ1	25210478
65O	124080841
HRM	5280953
AWF	54588490
6LF	46944259
A5Q	2780715
NWD	11096831
6TM	122705798
XMK	446346
KU9	135567352
XZP	36688290
XZP	5702611
KLM	137530106
DCH	75243795
FM5	52914870
5KL	5715945
RA8	5494440
SQX	44631816
7IM	137348623
57G	112499910
HAZ	5288514
1X4	58640899
CWQ	137349136
51U	25021183
893	9543521
AAK	135388272
PON	3316608
OTS	448337
CHZ	2950
CTH	5460796
C7G	135567397
DJZ	24959494
M6R	16750075
1FD	571846
M17	137349721
AJJ	135567363
7V1	117629789
69A	127053005
8YN	137348770
6TJ	784235
2AH	11650493
YY7	135317507
YEN	137350190
ZDR	6857730
H3Y	137552707
0VM	59326984
KXS	11266244
BLZ	11957417
GEY	5312376
3P8	644041
C4D	6443791
9LM	126962405
DIW	71296152
DIW	78052382
DIW	101862814
4J4	137348246
H7V	41097900
XBZ	7247
5UB	135567107
8MX	59050920
DC3	70702293
3WT	88606879
4U2	44611401
BG5	49866701
APO	446873
0F0	72200709
KVC	89816720
IBF	70008
0BX	56587958
LDT	4369325
6U9	157133
401	11711595
9MW	137348840
96U	137319630
8OV	137348735
6KW	129009662
JQ7	134817769
PUR	5289230
74G	126970819
66U	118988435
CB3	135438608
C3T	134693853
6QW	71598817
D0Q	6950483
D0Q	150990
2JT	79075
TRC	14925
621	49866545
HY7	135566647
29T	71768368
Y7Y	193398
6YP	2054776
1NK	59095797
IMP	135398640
40E	7183008
N9H	23586165
B4X	137348978
3CL	12313
TXA	56835784
LYT	8007
TTO	5460502
NNH	446124
NNH	26248652
AZ3	9929221
SCD	449560
23S	15480321
T74	15965424
5R0	7403
4UK	118987004
CT3	440950
21O	60196221
6GY	68165256
ZF0	66015
TQI	2109230
TAF	503020
5Y4	76321032
WCA	6440013
1O1	71819717
6H5	118138659
2GZ	73386669
7C7	123132922
8MW	17480730
5QY	7062175
3QQ	86277915
QNZ	77461240
66B	137348432
MAJ	96876
L6I	118170767
IH5	9863447
ODE	24752837
FCT	445968
346	6852220
B2E	131700132
T1D	4369451
CYT	597
7K7	137348629
7NT	137348654
R94	5289256
60G	54960
17E	65040
A4T	108393366
L2O	12879197
E5M	127053603
K02	16122638
36Z	90375740
PSW	49867530
17L	56593158
1A2	46937031
1MY	71305074
IOG	16750039
8I1	44620952
ADD	17753820
N2A	46174174
DIM	4630069
8AP	10397869
IFG	446429
S14	10320144
DQR	440080
PPT	73927
CUL	169664
CUL	24014
C6T	91809479
B5B	50985634
GW1	831977
G76	137349403
BWE	134812704
54U	712441
RXC	46937155
MOE	5162451
YX0	49867888
HVM	134458913
AFN	5287635
ZK5	31378
9YV	131704460
4CS	137208342
4CS	126041
4CS	6993223
4HS	599528
NM3	51347809
8OA	137348731
6UK	123131778
T2P	657024
BUQ	111509
T3M	46926534
5IN	449050
Z0P	9543972
RAU	3052776
IAM	46936944
9D4	44252286
77V	67130050
I3E	583750
20T	71720914
BDT	11302
SB1	445646
AZ9	5351216
0OK	785275
P6B	64116595
FMB	135449281
6R6	12032
5G1	79883
W8G	86580348
OCT	356
SAN	5333
SAN	129828936
6RM	118009262
247	24764399
247	44448834
Y52	56963097
F62	72201501
9UM	114810
971	71253960
FND	134812661
VM2	101139984
1CR	49866384
3PE	15061530
3PE	447078
8L2	129009686
6VT	71748255
896	9820034
5DL	122164594
815	445480
9GV	133084072
LPB	445125
CPW	657004
0GA	46934002
HND	10329567
P2F	44527662
29H	135566862
03B	60169704
CDO	9893177
GQ5	134820948
FP4	49849971
M84	17341529
EPS	439463
TRS	3777159
TRS	88088752
0UP	44514742
AFV	131953473
IV7	90644193
J9V	134820954
D2V	5280793
9SE	118987017
PMZ	6077
GUB	44820628
DYL	6992334
DYL	6992333
8Y8	134812586
DBE	69150
4JW	42064835
IMK	49867153
AZL	444224
Q42	7018900
Q42	7018901
RRP	447359
26D	8861
AR9	25163981
FLE	774282
0EC	616267
37F	76871930
4KL	5699
L20	10172943
0RW	820804
TH	105150
2B7	71816193
81A	657006
JHS	755211
TMJ	12606920
5OG	6918638
DTI	420767
4TC	10652959
78K	129900307
BSI	444698
3JK	77232224
8BP	137348699
RLM	622906
FNK	53249973
5MR	16129577
4BO	44629677
4BO	24768559
K32	10389037
VHH	54751693
3HD	49866488
W7K	73010370
KX7	161930
NIS	398
L4V	117071767
ZZN	25097993
FVN	3034756
3Q0	46214652
5U7	57413592
NBG	445382
AXN	20946727
XAV	135418940
C2M	24466
499	135567002
63H	137348426
55K	105539836
ABA	6971252
ABA	80283
40H	71695763
2RF	6539478
RMB	446491
1KH	137347964
C2A	77802
5CR	74839
40P	11479587
M2C	448220
5FT	118988383
7N3	135534141
REZ	16214793
58N	121277860
608	16040289
BGK	57448384
MQ8	5288843
9AH	98747
68J	118797904
1XL	137348009
NVA	6950514
NVA	65098
UM1	44968172
DE5	20558664
F4D	49820499
JE1	124150360
MRD	5288845
902	16058638
0K7	2794795
DYW	170612
0GS	57386813
AUX	137348950
8XK	126480565
5E5	71254055
81P	66345
GNX	46926184
010	244
CLD	17753903
AL5	444607
36D	137348126
RUB	123658
1C5	444589
3BC	11840907
272	5287464
TTT	24941262
ENH	444707
NGY	9549207
E06	53301829
DDR	162916
DW7	137349205
UDA	448003
G53	131801459
2JA	9901847
97O	137348793
BZ7	129047819
TMT	423312
BFI	447950
3DN	71736755
III	52108499
1OQ	74627698
L92	24963031
B8D	21596276
LXC	445916
NGF	60160600
P8D	44543656
942	8917951
5NA	44182304
TC5	25271564
RVP	100252
YTZ	5340
NJD	10111591
YE5	131955090
9U5	134821704
4XP	121225576
36M	7175
2HV	39005031
D4M	461278
B2M	135445502
9CF	92276885
BDO	49866692
PNC	449243
3VF	118720234
EK0	2767228
8YR	14962798
8YR	25324538
FPZ	11776
58Z	44129622
58Z	72199878
CR0	17753917
GWM	12241338
Z8R	131955100
6SQ	128963585
GRG	447277
A78	446150
6V1	137348529
7JU	135567272
8F3	126961713
GB3	11963508
SX1	79858
BEC	445305
1LZ	24229266
518	44182307
D5G	6857711
PDW	853476
H47	137552710
2D3	2744660
2P0	10382137
W32	59484694
A32	5287578
8AA	137348692
DJR	200104
AOI	5879
BNN	5287822
DX4	2723601
3RM	13686033
ALG	25200642
ALG	500
3M9	91885630
XRA	4893
DUX	4369390
8RA	572286
CCB	5287890
TEE	17754199
FBQ	1723
1DJ	6993954
8LN	122177112
H24	17749735
WHW	14037063
1WN	71660653
9FK	71770913
F98	162204
4HZ	57597892
6KG	137348475
TPN	3382776
89A	126963309
9BD	44176356
HDY	447653
M29	16122582
1Y1	71656179
UM0	439875
H89	60196212
DES	448537
KB0	58027337
3UF	4269754
9WP	121477956
DL8	24757924
HT	2392
6C7	448399
K74	46943416
F9D	6992712
F9D	6992713
JO7	134817762
BVM	131800963
U2Z	72193903
6BH	17085989
19M	135566778
LA2	49867224
MI6	49867311
50B	76336682
0RA	57411982
POB	9543438
MHS	64969
MHS	6971061
1X3	70331242
FIP	1819
6EB	136959977
3D8	77068234
NSZ	9918384
FIJ	1517771
1PC	6468
QUJ	86002223
AR3	6253
ORC	53313349
ZVX	71307937
ER3	3779597
BMN	137349015
K91	11208953
LHD	129900330
989	447392
33N	3530525
78V	129900329
3O6	2810695
0WL	135566744
6E7	45378188
AC6	7469
6CD	89782019
BV8	131750138
SHP	17754164
X67	135566557
MPG	17754086
2T7	73010400
2W8	91667409
T57	73386645
4H7	118796827
24H	135542257
DTM	447229
MCA	449534
HM4	11809364
QMS	151506
Y83	131842082
OPB	448033
GN7	137349442
3TU	52914861
BXO	5324277
TOF	66541
MUX	84843
9UZ	70726
N88	51351827
XZN	60202320
K55	16220190
ON3	91799238
XWW	67300255
8AD	124660
0P6	4653788
JJY	2728077
7NU	131704429
Q2T	71153408
4RS	137348277
LWJ	66555680
DNP	17753953
DNP	59093801
DNP	6971093
BUH	88602735
BTB	81462
E8S	44274134
2VZ	59444434
A6G	137348898
5VY	118889482
ZGE	71305033
7SD	58081298
FHY	134812667
KI5	587836
PVS	79664
PD4	42628078
ZDG	46912833
NU1	135398517
DM5	42890
KFN	11021292
GK1	23644582
GVB	24798721
LM3	71464711
BE5	449116
UPP	449409
94F	137348786
9CL	7503
FXT	42788
HLZ	3637
J7B	90480064
P1P	49867456
TYS	514186
T23	17754189
1YS	71664591
S3P	121947
ADY	446824
769	129900120
9HB	7820
JE7	137331590
FTL	447390
GQT	137349448
5HV	9939609
PO2	183145
LSA	5143
VVX	49784002
TUH	135564985
OFG	67462112
69O	74563
4B2	44251605
MA3	446000
ITU	5139
DC4	32781
ITN	811
ITN	118343040
11F	25195365
AU6	4061431
MNP	15876
8EU	71435294
FSJ	134129097
7FK	72710569
295	23644579
74W	57393641
70P	89490055
BGE	134693851
5DW	25216972
AV6	761631
2NY	345849
HIX	57364739
5WN	11687376
DZG	650361
844	71299325
P3Q	49867469
JQS	137349605
7BT	137348587
DGU	84740
W81	124222727
W81	137350135
BYX	284074
K0V	648128
KMT	473
3W3	18668331
1W3	72544101
IIN	49867148
70K	135567214
2Y2	137348098
9U8	137348862
1WD	119070
2BC	135867735
2UG	67983123
1UR	5272796
6OJ	16750616
6W7	135567198
N4P	10420404
M05	42627562
TC1	49867726
0MZ	137347875
0MZ	135820626
3D4	137348139
FOC	445724
NA8	49867362
0OU	18353708
IML	5288628
IML	6932958
8FN	53009538
F49	92044990
NBU	7843
KDV	93177
QMN	49787166
JNF	24801862
CDC	13804
CDC	76963096
CDC	11583971
XFA	51352533
NWL	2392273
2PP	3121
HAT	137319650
ENX	5288163
E6D	137349231
1ES	23492
931	50919256
AE1	447880
581	135566707
BPS	9543498
L27	470212
3M1	3495594
BW2	135514616
DD1	23729147
6KZ	137348478
9KZ	2501158
E63	57498060
DID	65130
H2G	834207
Q50	6323486
PVA	2734887
HAL	447154
BU7	5718021
61V	132995
3BQ	77620540
F1V	2991469
KMB	135509113
2F8	96523
0A1	6950203
0A1	2723935
DCP	65091
UPE	137350096
4OD	91826030
2EL	71305039
1PK	112416
VKE	39377739
TB1	5311218
STU	44259
FYY	71414122
ETB	444152
7ND	74892124
0JP	50903255
DPY	49866917
ETV	60877
905	449247
DUK	135567333
RC5	91666469
04K	20626966
JAO	98041173
SB8	5289330
3R2	86583029
3H4	57788271
3C7	76936796
OM1	137349844
HX0	2734118
T5M	11955465
XHA	124222733
DIC	1609
FGJ	86289229
2P4	72200811
X35	71661878
4DT	137348228
VJ6	71299349
68Z	137348438
8FX	137348710
4M5	137348263
73T	86582336
G2C	135566489
9ON	3246694
31T	75815441
CA5	446811
LN1	46937126
04T	3854043
CFT	6373
NAQ	131704281
NAQ	17754101
4EL	91801158
M5P	24748045
IZ9	86580356
005	2762293
005	41097833
RRC	160355
404	51000420
725	135567217
CD4	11159192
6FJ	135567164
052	90176196
T5C	57511259
T5C	49867718
T5C	10123544
T5C	73427368
CQ3	122181361
H8W	137319648
XA2	75815430
WM9	71576786
EOK	686905
S5D	73659113
2TQ	6337945
71F	11370
POM	49867517
86P	135398585
036	50919281
VSI	71777705
HRG	9085
O83	121225434
A9W	137348912
FG6	44229004
8QF	137348742
E1G	71768357
T24	16061072
FX4	23655241
XXX	72392
4V8	91819624
HET	9934643
CFK	10220851
DCK	160907
1DY	135566794
3W9	67114
4KD	122189301
DB0	6419718
RHU	1239166
D3H	21263335
4BR	5287517
4GC	448390
NFM	597195
14A	657007
PF9	11581936
R2T	137349923
RKD	57519715
63O	121499148
OXK	11966123
GS1	444809
2G3	19709
ZAM	447018
BC8	189741
27Q	77068212
2ND	135398593
HBQ	154048
6Q4	24811322
195	657141
TPF	3365
5WY	2779845
D3P	10197959
7LQ	123132906
47P	135567000
XLF	12358757
IUP	86208091
NEO	135460965
5H8	91971399
R31	57519701
43E	60195274
OR8	53313347
ABI	1800
MMY	24889936
9LD	126962406
3SR	4894361
41G	135566675
F83	9549217
2EC	7
D8U	5460634
1PP	5327064
9T7	71726236
VIB	1130
D2H	49866882
2DW	77003892
9BL	72196240
IJ1	72200946
IJ1	66553106
IB1	91758320
E9Q	4962701
DHH	5288058
A4A	148745
LGJ	135530746
101	167350
J6Q	137797044
BJK	6969855
U03	54736485
ENP	49866945
PU9	448971
8LC	102083875
SC0	25023881
4Y8	8299
6D2	46884759
KAO	71695585
B80	135566483
ZE8	100016
47X	5284648
9V7	10392
609	3467590
54K	22666208
AFZ	469568
7KE	79200268
ZN7	3475039
ZN7	87484875
SMG	448581
NNR	439924
8HC	74079
TOY	36294
4JL	13397
PU1	448972
63E	25110819
JFZ	82473
TQ5	3537
PX3	70678408
2ZT	73659152
MN1	6931652
MN1	3773
5DX	121596319
PHL	447213
01L	88273751
9Z4	137348878
30W	135447887
LZD	24864082
0R4	56965952
JDR	46916274
3K7	91757958
0FW	3107993
AZ2	208901
CY1	1590099
CY1	1590100
0EX	137347856
DGO	2734736
2A5	44626338
GGM	135475420
E67	46174172
0IU	6323285
6BS	53236891
F1I	25134250
JGS	2812099
TWN	11957426
2SF	71777747
SU6	5329099
O5E	137796764
FGH	90654657
S36	59263117
NHS	135460967
0MA	24801857
BJ4	135566972
1XO	135478170
8MN	734893
R69	5289255
8HX	1175
67X	16740995
658	11857184
I92	46190492
2U8	9926832
8V7	124222752
6PE	49866560
5YC	20938953
X8U	71297203
3SG	71505859
MLN	17754079
TX4	49867766
6M1	151210
2HM	88272364
219	5287461
48L	122606275
1RO	135398497
XGU	137350163
SPM	1103
3V4	442461
20N	310169
3TV	71584199
U10	5281915
TPC	49867754
G3K	135567359
6HH	126480545
40W	11855206
PYM	79088
1P8	2773289
NBN	76008
1MF	71816191
0XE	64982
EFV	53327269
LMG	446441
HPQ	46937105
8R8	118174714
NCC	448209
LAH	91827315
D1X	13370658
FCJ	23412759
A1O	16927350
DMF	6228
1AK	67960134
AML	8060
2L2	73441667
DF8	14408979
TCL	5564
A0C	91885633
HCW	57547747
GUL	131704225
C4C	25295
8SK	25890
EC2	46238524
0EA	124930
OH	961
PFI	54688400
ZTN	80879
GT1	46881081
173	11915
HDJ	134686802
ET9	135411098
BQD	137349018
3N1	68686
GKN	17341936
BFC	11840949
37T	5429
BKM	90298318
L0B	101616
GVA	160464
GVA	25201071
2PN	122874
KDP	5459949
L81	46840160
PSO	104953
DYM	49866929
FD1	446604
X6L	135566684
TS9	49867759
8WB	43264
YL5	124220686
MT5	49867333
G45	129012045
7X5	25011729
YTT	11267350
MS5	24776447
RJ1	425841
BEF	23624244
BEF	3465631
BEF	152255
HEF	64993
283	9861547
ONM	135509141
MBX	118987007
KGP	137700791
VC8	134163702
3HM	439464
LLN	137349696
MGP	135419182
CMQ	6857710
1YP	44205637
76X	9956
XJX	11955716
2NR	72771105
7LX	129009712
OID	12803316
DMT	5288090
601	88019
L57	118797274
3VW	226102
GB2	11414083
IDZ	135464491
JTD	135567476
GGK	73505038
1OC	71307955
CTZ	5287994
E4F	72551591
B34	135874085
H7M	132373998
ATO	6571
3K5	6436218
012	24801864
4OK	66604359
HDG	134693849
0OV	71297172
9TR	126611494
M1C	448219
EOB	9547937
JW1	2773228
ELH	43322541
MHA	117765
41E	24790658
TFS	62406
TFS	71773376
5EN	89787752
G3G	24764427
4M2	137348262
EUT	49854502
GDK	134817809
0PO	446262
NCK	24963056
TMU	448014
JFS	2763828
EA7	132451815
MSR	82315
53U	25113125
OTM	59402039
0VZ	137347900
NC9	137349794
8J1	124136836
GT0	76581
8EF	42626769
TSI	445278
AR2	5287698
